acc,locus_tag,old_locus_tag,length_nt,start,end,type,annotation
WP_010903867.1,VNG_RS09760,VNG2501C,696,1867590,1868285,protein_coding,hypothetical protein
WP_010903868.1,VNG_RS09765,VNG2502C,1182,1868371,1869552,protein_coding,HD domain-containing protein
WP_010903869.1,VNG_RS09770,VNG2504G,1509,1869757,1871265,protein_coding,phenylalanine--tR ligase subunit alpha
WP_010903870.1,VNG_RS09775,VNG2505G,1704,1871265,1872968,protein_coding,phenylalanine--tR ligase subunit beta
WP_010903871.1,VNG_RS09780,VNG2507G,1050,1872969,1874018,protein_coding,dihydroorotate dehydrogese (quinone)
WP_010903872.1,VNG_RS09785,VNG2508C,312,1874236,1874547,protein_coding,hypothetical protein
WP_012289519.1,VNG_RS09815,VNG2509H,801,1880990,1881790,protein_coding,hypothetical protein
WP_010903874.1,VNG_RS09820,VNG2510H,198,1881839,1882036,protein_coding,hypothetical protein
WP_010903876.1,VNG_RS09830,VNG2512G,1233,1882378,1883610,protein_coding,MBL fold metallo-hydrolase
WP_010903877.1,VNG_RS09835,VNG2513G,1470,1883735,1885204,protein_coding,aldehyde dehydrogese
WP_010903878.1,VNG_RS09840,VNG2514G,396,1885376,1885771,protein_coding,30S ribosomal protein S6e
WP_012289520.1,VNG_RS09845,,474,1885812,1886285,protein_coding,hypothetical protein
WP_010903880.1,VNG_RS09850,VNG2516C,912,1886292,1887203,protein_coding,carbohydrate kise family protein
WP_010903881.1,VNG_RS09855,VNG2518C,804,1887200,1888003,protein_coding,phosphorybosylanthranilate isomerase
WP_010903882.1,VNG_RS09860,VNG2519H,1083,1888045,1889127,protein_coding,hypothetical protein
WP_012289521.1,VNG_RS09865,VNG2520C,450,1889187,1889636,protein_coding,universal stress protein
WP_010903884.1,VNG_RS09870,VNG2521H,444,1889712,1890155,protein_coding,universal stress protein
WP_010903885.1,VNG_RS09875,VNG2522C,552,1890170,1890721,protein_coding,GT family N-acetyltransferase
WP_012289522.1,VNG_RS09880,VNG2523H,381,1890711,1891091,protein_coding,universal stress protein
WP_010903887.1,VNG_RS09885,VNG2524H,621,1891191,1891811,protein_coding,hypothetical protein
WP_010903888.1,VNG_RS09890,VNG2525H,516,1891808,1892323,protein_coding,hypothetical protein
WP_010903889.1,VNG_RS09895,VNG2526G,2832,1892426,1895257,protein_coding,oligopeptide ABC transporter ATP-binding protein OppF
WP_012289523.1,VNG_RS09900,VNG2527G,1668,1895339,1897006,protein_coding,ABC transporter substrate-binding protein
WP_010903891.1,VNG_RS09905,VNG2529G,1044,1897064,1898107,protein_coding,ABC transporter permease
WP_010903892.1,VNG_RS09910,VNG2531G,948,1898114,1899061,protein_coding,ABC transporter permease
WP_010903893.1,VNG_RS09915,VNG2532H,360,1899063,1899422,protein_coding,hypothetical protein
WP_010903894.1,VNG_RS09920,VNG2533G,1269,1899427,1900695,protein_coding,dihydroorotase
WP_010903895.1,VNG_RS09925,VNG2536C,684,1900720,1901403,protein_coding,lipoate--protein ligase family protein
WP_010903896.1,VNG_RS09930,VNG2534C,861,1901458,1902318,protein_coding,hypothetical protein
WP_010903897.1,VNG_RS09935,VNG2535H,441,1902361,1902801,protein_coding,hypothetical protein
WP_010903898.1,VNG_RS09940,VNG2537G,573,1902806,1903378,protein_coding,cysteine hydrolase
WP_010903899.1,VNG_RS09945,VNG2539H,1530,1903499,1905028,protein_coding,hypothetical protein
WP_010903900.1,VNG_RS09950,VNG2541C,1146,1905159,1906304,protein_coding,nicotite phosphoribosyltransferase
WP_010903901.1,VNG_RS09955,VNG2543C,633,1906294,1906926,protein_coding,TIGR00296 family protein
WP_010903903.1,VNG_RS09960,VNG2546G,1104,1907681,1908784,protein_coding,aminopeptidase
WP_010903904.1,VNG_RS09965,VNG2547G,2646,1908841,1911486,protein_coding,valine--tR ligase
WP_010903905.1,VNG_RS09970,VNG2549C,1131,1911770,1912900,protein_coding,hypothetical protein
WP_010903906.1,VNG_RS09975,VNG2551G,1122,1912908,1914029,protein_coding,iron ABC transporter permease
WP_010903907.1,VNG_RS09980,VNG2552G,822,1914032,1914853,protein_coding,ABC transporter ATP-binding protein
WP_010903908.1,VNG_RS09985,VNG2553G,918,1915106,1916023,protein_coding,DP-dependent phosphoglucote dehydrogese
WP_010903909.1,VNG_RS09990,VNG2554H,582,1916020,1916601,protein_coding,DJ-1/PfpI family protein
WP_010903910.1,VNG_RS09995,VNG2555C,579,1916695,1917273,protein_coding,(2Fe-2S)-binding protein
WP_010903911.1,VNG_RS10005,VNG2556H,411,1917494,1917904,protein_coding,hypothetical protein
WP_010903912.1,VNG_RS10010,VNG2558G,921,1918048,1918968,protein_coding,ABC transporter ATP-binding protein
WP_010903913.1,VNG_RS10015,VNG2560G,1080,1918972,1920051,protein_coding,iron ABC transporter permease
WP_010903914.1,VNG_RS10020,VNG2562H,1155,1920058,1921212,protein_coding,ABC transporter substrate-binding protein
WP_010903915.1,VNG_RS10025,VNG2563H,864,1921302,1922165,protein_coding,hypothetical protein
WP_010903916.1,VNG_RS10030,VNG2565G,1548,1922429,1923976,protein_coding,TrkH family potassium uptake protein
WP_010903917.1,VNG_RS10035,VNG2566H,2118,1924311,1926428,protein_coding,hypothetical protein
WP_010903918.1,VNG_RS10045,VNG2567C,462,1926895,1927356,protein_coding,hypothetical protein
WP_010903919.1,VNG_RS10050,VNG2569H,543,1927515,1928057,protein_coding,hypothetical protein
WP_010903920.1,VNG_RS10055,VNG2570G,498,1928058,1928555,protein_coding,deoxyuridine 5'-triphosphate nucleotidohydrolase
WP_010903921.1,VNG_RS10060,VNG2573G,1578,1928690,1930267,protein_coding,halolysin
WP_010903922.1,VNG_RS10065,VNG2574G,1986,1930439,1932424,protein_coding,aconitate hydratase
WP_012289526.1,VNG_RS10070,VNG2575G,495,1932509,1933003,protein_coding,ribosomal-protein-alanine N-acetyltransferase
WP_010903924.1,VNG_RS10075,VNG2576H,360,1933026,1933385,protein_coding,hypothetical protein
WP_010903925.1,VNG_RS10080,VNG2577C,423,1933410,1933832,protein_coding,hypothetical protein
WP_010903926.1,VNG_RS10085,VNG2579G,438,1933811,1934248,protein_coding,metal-dependent transcriptiol regulator
WP_010903927.1,VNG_RS10090,VNG2580C,579,1934329,1934907,protein_coding,NUDIX hydrolase
WP_010903928.1,VNG_RS10095,VNG2581H,195,1935013,1935207,protein_coding,copper chaperone
WP_010903929.1,VNG_RS10100,VNG2582H,363,1935261,1935623,protein_coding,rhodanese-like domain-containing protein
WP_010903930.1,VNG_RS10105,VNG2584C,294,1935688,1935981,protein_coding,translation initiation factor
WP_010903931.1,VNG_RS10110,VNG2585H,201,1936134,1936334,protein_coding,hypothetical protein
WP_010903932.1,VNG_RS10115,VNG2586C,762,1936344,1937105,protein_coding,F420-0--gamma-glutamyl ligase
WP_010903933.1,VNG_RS10120,VNG2587C,621,1937298,1937918,protein_coding,GTP-binding protein
WP_010903934.1,VNG_RS10125,VNG2589C,744,1938030,1938773,protein_coding,SIMPL domain-containing protein
WP_012289527.1,VNG_RS10130,VNG2591C,1311,1938819,1940129,protein_coding,TIGR00341 family protein
WP_010903936.1,VNG_RS10135,VNG2593H,321,1940155,1940475,protein_coding,hypothetical protein
WP_010903937.1,VNG_RS10140,VNG2595G,984,1940522,1941505,protein_coding,GTP-binding protein
WP_010903938.1,VNG_RS10145,VNG2594C,354,1941587,1941940,protein_coding,hypothetical protein
WP_010903939.1,VNG_RS10150,VNG2596G,288,1942002,1942289,protein_coding,phosphoribosyl-ATP pyrophosphatase
WP_010903940.1,VNG_RS10155,VNG2597C,459,1942282,1942740,protein_coding,bifunctiol nuclease family protein
WP_010903941.1,VNG_RS10160,VNG2598G,612,1942737,1943348,protein_coding,pyridoxal 5'-phosphate synthase glutamise subunit PdxT
WP_010903942.1,VNG_RS10165,VNG2599H,162,1943386,1943547,protein_coding,preprotein translocase subunit Sec61beta
WP_010903943.1,VNG_RS10170,VNG2600G,270,1943660,1943929,protein_coding,thioredoxin
WP_010903944.1,VNG_RS10175,VNG2602G,1857,1944035,1945891,protein_coding,SLC13 family permease
WP_010903945.1,VNG_RS10180,VNG2603H,345,1945888,1946232,protein_coding,hypothetical protein
WP_010903946.1,VNG_RS10185,VNG2604G,933,1946319,1947251,protein_coding,"ribose 1,5-bisphosphate isomerase"
WP_010903947.1,VNG_RS10190,VNG2606G,1338,1947251,1948588,protein_coding,bifunctiol hydroxymethylpyrimidine kise/phosphomethylpyrimidine kise
WP_010903948.1,VNG_RS10195,VNG2607C,669,1948559,1949227,protein_coding,DPH-dependent F420 reductase
WP_010903949.1,VNG_RS10200,VNG2608C,873,1949316,1950188,protein_coding,TIGR01548 family HAD-type hydrolase
WP_010903950.1,VNG_RS10205,VNG2608a,390,1950221,1950610,protein_coding,hypothetical protein
WP_010903951.1,VNG_RS10210,VNG2610C,522,1950650,1951171,protein_coding,peptidase M54
WP_010903952.1,VNG_RS10215,VNG2611G,1290,1951188,1952477,protein_coding,GTPase HflX
WP_010903953.1,VNG_RS10220,VNG2612G,1833,1952690,1954522,protein_coding,ribosome biogenesis/translation initiation ATPase RLI
WP_010903954.1,VNG_RS10225,VNG2613H,300,1954525,1954824,protein_coding,hypothetical protein
WP_010903955.1,VNG_RS10230,VNG2614H,273,1954955,1955227,protein_coding,MarR family transcriptiol regulator
WP_010903956.1,VNG_RS10235,VNG2615C,1860,1955274,1957133,protein_coding,PIN domain-containing protein
WP_010903957.1,VNG_RS10240,VNG2616G,1509,1957549,1959057,protein_coding,carboxypeptidase M32
WP_010903958.1,VNG_RS10245,VNG2617G,1044,1959213,1960256,protein_coding,IMP dehydrogese
WP_010903960.1,VNG_RS10250,VNG2620G,1830,1960727,1962556,protein_coding,ATP-dependent helicase
WP_010903961.1,VNG_RS10255,VNG2622H,1008,1962562,1963569,protein_coding,hypothetical protein
WP_049892579.1,VNG_RS10260,,252,1963563,1963814,protein_coding,hypothetical protein
WP_012289529.1,VNG_RS10265,VNG2624G,636,1963900,1964535,protein_coding,riboflavin synthase
WP_012289530.1,VNG_RS10270,VNG2625C,1140,1964484,1965623,protein_coding,PrsW family intramembrane metalloprotease
WP_010903965.1,VNG_RS10275,VNG2627C,1416,1965903,1967318,protein_coding,R-binding protein
WP_010903966.1,VNG_RS10280,VNG2628H,372,1967327,1967698,protein_coding,NifU family protein
WP_010903967.1,VNG_RS10285,VNG2629G,981,1967776,1968756,protein_coding,ROK family protein
WP_010903968.1,VNG_RS10290,VNG2631H,606,1968823,1969428,protein_coding,hypothetical protein
WP_010903969.1,VNG_RS10295,VNG2632G,741,1969542,1970282,protein_coding,KR domain-containing protein
WP_010903970.1,VNG_RS10300,VNG2633H,198,1970298,1970495,protein_coding,hypothetical protein
WP_010903971.1,VNG_RS10305,VNG2634H,573,1970550,1971122,protein_coding,hypothetical protein
WP_010903972.1,VNG_RS10310,VNG2636G,2949,1971212,1974160,protein_coding,excinuclease ABC subunit UvrA
WP_010903973.1,VNG_RS10315,VNG2637H,918,1974232,1975149,protein_coding,hypothetical protein
WP_012289531.1,VNG_RS10320,VNG2638G,1080,1975216,1976295,protein_coding,electron transfer flavoprotein
WP_010903975.1,VNG_RS10325,VNG2639G,1374,1976303,1977676,protein_coding,UDP-N-acetyl glucosamine 2-epimerase
WP_010903976.1,VNG_RS10330,VNG2640G,1035,1977745,1978779,protein_coding,aminomethyl transferase family protein
WP_010903977.1,VNG_RS10335,VNG2641H,300,1978824,1979123,protein_coding,hypothetical protein
WP_010903978.1,VNG_RS10340,VNG2642H,942,1979205,1980146,protein_coding,hypothetical protein
WP_010903979.1,VNG_RS10345,VNG2643H,393,1980191,1980583,protein_coding,hypothetical protein
WP_010903980.1,VNG_RS10350,VNG2644C,357,1980692,1981048,protein_coding,DUF552 domain-containing protein
WP_010903981.1,VNG_RS10355,VNG2644a,729,1981201,1981929,protein_coding,DUF1028 domain-containing protein
WP_010903982.1,VNG_RS10360,VNG2646C,480,1981952,1982431,protein_coding,R-binding protein
WP_010903983.1,VNG_RS10365,VNG2645H,276,1982514,1982789,protein_coding,hypothetical protein
WP_010903984.1,VNG_RS10370,VNG2647G,1290,1982832,1984121,protein_coding,RNB domain-containing ribonuclease
WP_010903985.1,VNG_RS10380,VNG2648G,309,1984401,1984709,protein_coding,30S ribosomal protein S10
WP_010903986.1,VNG_RS10385,VNG2649G,1266,1984713,1985978,protein_coding,elongation factor 1-alpha
WP_010903987.1,VNG_RS10390,VNG2650G,954,1986133,1987086,protein_coding,homoserine dehydrogese
WP_081422755.1,VNG_RS10395,,576,1987083,1987658,protein_coding,amino acid-binding protein
WP_012289533.1,VNG_RS10400,VNG2652H,1305,1987884,1989188,protein_coding,transposase
WP_010903989.1,VNG_RS10405,VNG2653C,399,1989233,1989631,protein_coding,IS200/IS605 family transposase ISH34
WP_010903990.1,VNG_RS10410,VNG2654G,2187,1989693,1991879,protein_coding,elongation factor EF-2
WP_010903991.1,VNG_RS10415,VNG2656H,765,1992072,1992836,protein_coding,hypothetical protein
WP_010903992.1,VNG_RS10420,VNG2657G,633,1992911,1993543,protein_coding,30S ribosomal protein S7
WP_010903993.1,VNG_RS10425,VNG2658G,429,1993547,1993975,protein_coding,30S ribosomal protein S12
WP_010903994.1,VNG_RS10430,VNG2661G,420,1994139,1994558,protein_coding,NusA-like transcription termition sigl-binding factor
WP_010903995.1,VNG_RS10435,VNG2662G,1194,1994558,1995751,protein_coding,D-directed R polymerase subunit A''
WP_010903996.1,VNG_RS10440,VNG2664G,2916,1995744,1998659,protein_coding,D-directed R polymerase subunit A'
WP_010903997.1,VNG_RS10445,VNG2665G,1827,1998659,2000485,protein_coding,D-directed R polymerase subunit B'
WP_010904000.1,VNG_RS10465,VNG2669G,921,2002626,2003546,protein_coding,archaeosortase A
WP_049928392.1,VNG_RS10470,,471,2003783,2004253,protein_coding,hypothetical protein
WP_012289254.1,VNG_RS10475,,1167,2004391,2005557,protein_coding,ISH3 family transposase ISH3C
WP_049928394.1,VNG_RS10480,,801,2005606,2006406,protein_coding,hypothetical protein
WP_010904002.1,VNG_RS10485,VNG2674H,411,2006446,2006856,protein_coding,hypothetical protein
WP_012289535.1,VNG_RS10490,VNG2675C,624,2006920,2007543,protein_coding,TetR/AcrR family transcriptiol regulator
WP_010904004.1,VNG_RS10495,VNG2677H,1860,2007840,2009699,protein_coding,hypothetical protein
WP_010904005.1,VNG_RS10500,VNG2678H,1833,2009709,2011541,protein_coding,hypothetical protein
WP_012289536.1,VNG_RS10505,VNG2679G,2559,2011681,2014239,protein_coding,major cell surface glycoprotein
WP_049892616.1,VNG_RS12210,VNG7001,420,363,782,protein_coding,hypothetical protein
WP_010890542.1,VNG_RS12215,VNG7002,339,834,1172,protein_coding,hypothetical protein
WP_010890541.1,VNG_RS13730,,453,1296,1748,protein_coding,hypothetical protein
WP_010890539.1,VNG_RS12220,VNG7005,1815,1905,3719,protein_coding,ISNCY family transposase ISH7A
WP_012289544.1,VNG_RS13735,,123,4096,4218,protein_coding,ISNCY family transposase ISH7A
WP_010890538.1,VNG_RS12225,VNG7006,396,4215,4610,protein_coding,ISNCY family transposase ISH7A
WP_010890537.1,VNG_RS13740,,198,4614,4811,protein_coding,transcriptiol regulator
WP_010890536.1,VNG_RS12230,VNG7008,420,4982,5401,protein_coding,ParA family protein
WP_010890535.1,VNG_RS13745,,2319,5542,7860,protein_coding,hypothetical protein
WP_010890534.1,VNG_RS13750,,801,7861,8661,protein_coding,hypothetical protein
WP_010890533.1,VNG_RS13755,,3222,9210,12431,protein_coding,hypothetical protein
WP_012289545.1,VNG_RS12260,,1167,12847,14013,protein_coding,ISH3 family transposase ISH3B
WP_010890532.1,VNG_RS12265,VNG7012,1275,14308,15582,protein_coding,IS4 family transposase ISH8
WP_010890531.1,VNG_RS12270,VNG7013,609,15743,16351,protein_coding,hypothetical protein
WP_010890529.1,VNG_RS12275,VNG7015,255,16451,16705,protein_coding,gas vesicle protein GvpM
WP_010890528.1,VNG_RS12280,VNG7016,846,16705,17550,protein_coding,protein gvpL
WP_010890527.1,VNG_RS12285,VNG7017,342,17547,17888,protein_coding,protein gvpK
WP_010890526.1,VNG_RS12290,VNG7018,345,17890,18234,protein_coding,gas vesicle protein GvpJ
WP_010890525.1,VNG_RS13760,,435,18227,18661,protein_coding,protein gvpI
WP_010890524.1,VNG_RS12295,VNG7020,549,18658,19206,protein_coding,protein gvpH 1
WP_010890523.1,VNG_RS12300,VNG7021,252,19206,19457,protein_coding,protein gvpG
WP_010890522.1,VNG_RS12305,VNG7022,642,19461,20102,protein_coding,protein gvpF
WP_010890521.1,VNG_RS12310,VNG7023,576,20095,20670,protein_coding,transcriptiol regulator
WP_010890520.1,VNG_RS12315,VNG7024,1611,20673,22283,protein_coding,protein gvpD
WP_010890519.1,VNG_RS12320,VNG7025,231,22484,22714,protein_coding,gas vesicle protein
WP_010890518.1,VNG_RS12325,VNG7026,1149,22804,23952,protein_coding,gas vesicle protein GvpC
WP_010890517.1,VNG_RS12330,VNG7027,1044,23949,24992,protein_coding,ATPase AAA
WP_010890516.1,VNG_RS12335,VNG7028,360,25017,25376,protein_coding,protein gvpO 1
WP_010890515.1,VNG_RS12340,VNG7029,765,25405,26169,protein_coding,ParA family protein
WP_010890514.1,VNG_RS12345,VNG7030,2754,26683,29436,protein_coding,PAS domain S-box protein
WP_010890513.1,VNG_RS12350,VNG7031,303,30044,30346,protein_coding,transcription initiation factor IID
WP_010890512.1,VNG_RS12355,VNG7032,1275,30622,31896,protein_coding,IS4 family transposase ISH8A
WP_012289254.1,VNG_RS12360,,1167,32090,33256,protein_coding,ISH3 family transposase ISH3C
WP_081422758.1,VNG_RS12365,VNG7033,1065,33404,34468,protein_coding,hypothetical protein
WP_010890407.1,VNG_RS12370,VNG7034,828,34534,35361,protein_coding,IS5 family transposase ISH28
WP_010903158.1,VNG_RS12385,VNG7036,993,36819,37811,protein_coding,IS5 family transposase ISH11
WP_049928411.1,VNG_RS12390,VNG7037,399,37822,38220,protein_coding,hypothetical protein
WP_010904011.1,VNG_RS12395,,270,38251,38520,protein_coding,hypothetical protein
WP_012289548.1,VNG_RS12400,,222,38679,38900,protein_coding,hypothetical protein
WP_012289549.1,VNG_RS12405,,168,39204,39371,protein_coding,D-binding protein
WP_010904014.1,VNG_RS12410,,282,39504,39785,protein_coding,PadR family transcriptiol regulator
WP_010890411.1,VNG_RS12415,VNG7038,561,39879,40439,protein_coding,transcription factor
WP_012289550.1,VNG_RS12420,,384,40819,41202,protein_coding,hypothetical protein
WP_010890412.1,VNG_RS12425,VNG7039,1449,42257,43705,protein_coding,cytochrome ubiquinol oxidase subunit I
WP_010890413.1,VNG_RS12430,VNG7040,996,43698,44693,protein_coding,cytochrome d ubiquinol oxidase subunit II
WP_010890414.1,VNG_RS12435,VNG7041,573,44812,45384,protein_coding,hypothetical protein
WP_010890415.1,VNG_RS12440,VNG7042,246,45387,45632,protein_coding,hypothetical protein
WP_010890416.1,VNG_RS12445,VNG7043,1194,45882,47075,protein_coding,MBL fold metallo-hydrolase
WP_010890417.1,VNG_RS12450,VNG7044,492,47084,47575,protein_coding,hypothetical protein
WP_010890418.1,VNG_RS12455,VNG7046,459,47575,48033,protein_coding,hypothetical protein
WP_010890420.1,VNG_RS12460,VNG7047,1176,48044,49219,protein_coding,inorganic phosphate transporter
WP_049892625.1,VNG_RS12465,VNG7048,735,49236,49970,protein_coding,XRE family transcriptiol regulator
WP_010890422.1,VNG_RS12470,VNG7049,1110,50060,51169,protein_coding,hypothetical protein
WP_010890424.1,VNG_RS12475,VNG7051,1266,51173,52438,protein_coding,MFS transporter
WP_010890425.1,VNG_RS12480,VNG7052,978,52828,53805,protein_coding,sulfite exporter TauE/SafE family protein
WP_010890426.1,VNG_RS12485,VNG7053,405,53918,54322,protein_coding,transcriptiol regulator
WP_010890427.1,VNG_RS12490,VNG7054,360,54498,54857,protein_coding,thioredoxin
WP_010890428.1,VNG_RS12495,VNG7055,618,54858,55475,protein_coding,FAD-binding protein
WP_081422759.1,VNG_RS12500,,405,55479,55883,protein_coding,hypothetical protein
WP_010890429.1,VNG_RS12505,VNG7056,1119,56131,57249,protein_coding,hypothetical protein
WP_010904019.1,VNG_RS13765,,252,57242,57493,protein_coding,hypothetical protein
WP_010904020.1,VNG_RS13770,,381,57972,58352,protein_coding,hypothetical protein
WP_010890432.1,VNG_RS12515,VNG7059,1275,58617,59891,protein_coding,IS4 family transposase ISH8B
WP_010904022.1,VNG_RS12520,VNG7060,1083,60258,61340,protein_coding,type 2 isopentenyl-diphosphate Delta-isomerase
WP_010890434.1,VNG_RS12525,VNG7061,654,61626,62279,protein_coding,ArsR family transcriptiol regulator
WP_010890435.1,VNG_RS13775,,558,62291,62848,protein_coding,hypothetical protein
WP_010890436.1,VNG_RS12530,VNG7063,1365,63303,64667,protein_coding,transposase
WP_010890437.1,VNG_RS12535,VNG7064,420,64901,65320,protein_coding,hypothetical protein
WP_010890438.1,VNG_RS12540,VNG7065,939,65313,66251,protein_coding,ParA family protein
WP_010890439.1,VNG_RS12545,VNG7066,804,66513,67316,protein_coding,hypothetical protein
WP_010890440.1,VNG_RS12550,VNG7067,831,67322,68152,protein_coding,transcriptiol regulator
WP_010890442.1,VNG_RS13780,,438,68245,68682,protein_coding,deoxyribonuclease
WP_012289552.1,VNG_RS12560,VNG7070,1029,68917,69945,protein_coding,cell division control protein Cdc6
WP_010890510.1,VNG_RS13785,,591,70189,70779,protein_coding,hypothetical protein
WP_010904023.1,VNG_RS13790,,252,71971,72222,protein_coding,hypothetical protein
WP_012289554.1,VNG_RS12570,VNG7072,690,72330,73019,protein_coding,SOS response-associated peptidase
WP_010890508.1,VNG_RS12575,VNG7073,1398,73259,74656,protein_coding,hypothetical protein
WP_010890506.1,VNG_RS13165,,903,75855,76757,protein_coding,hypothetical protein
WP_010890505.1,VNG_RS12595,VNG7076,1761,76754,78514,protein_coding,hypothetical protein
WP_010890504.1,VNG_RS12600,VNG7077,486,78567,79052,protein_coding,hypothetical protein
WP_010890503.1,VNG_RS12605,VNG7078,270,79070,79339,protein_coding,hypothetical protein
WP_010903204.1,VNG_RS12610,,1275,79817,81091,protein_coding,IS4 family transposase ISH8E
WP_049892644.1,VNG_RS12615,,195,81066,81260,protein_coding,hypothetical protein
WP_010904024.1,VNG_RS13795,,189,81426,81614,protein_coding,hypothetical protein
WP_010890502.1,VNG_RS12620,VNG7079,423,81585,82007,protein_coding,hypothetical protein
WP_012289545.1,VNG_RS12625,,1167,82028,83194,protein_coding,ISH3 family transposase ISH3B
WP_010890501.1,VNG_RS12630,VNG7080,1242,83525,84766,protein_coding,recombise
WP_010890500.1,VNG_RS12635,VNG7081,606,84776,85381,protein_coding,hypothetical protein
WP_012289578.1,VNG_RS12640,VNG7082,312,85382,85693,protein_coding,hypothetical protein
WP_010890498.1,VNG_RS12645,VNG7083,582,85817,86398,protein_coding,hypothetical protein
WP_010890496.1,VNG_RS12650,VNG7085,1815,86883,88697,protein_coding,ISNCY family transposase ISH7B
WP_012289580.1,VNG_RS12655,,351,89038,89388,protein_coding,hypothetical protein
WP_010890495.1,VNG_RS12660,VNG7086,462,89703,90164,protein_coding,hypothetical protein
WP_010890494.1,VNG_RS12665,VNG7087,774,90164,90937,protein_coding,ParA family protein
WP_012289581.1,VNG_RS13800,,192,91218,91409,protein_coding,hypothetical protein
WP_010890492.1,VNG_RS12670,VNG7089,297,91385,91681,protein_coding,hypothetical protein
WP_012289582.1,VNG_RS12675,,282,91761,92042,protein_coding,PadR family transcriptiol regulator
WP_012289583.1,VNG_RS13805,,195,92420,92614,protein_coding,hypothetical protein
WP_010890491.1,VNG_RS12680,VNG7090,975,92639,93613,protein_coding,hypothetical protein
WP_010890490.1,VNG_RS12685,VNG7091,465,93610,94074,protein_coding,hypothetical protein
WP_010890489.1,VNG_RS12690,VNG7092,1350,94101,95450,protein_coding,DUF790 domain-containing protein
WP_010890488.1,VNG_RS12695,VNG7093,1410,95437,96846,protein_coding,ATP-dependent helicase
WP_049892649.1,VNG_RS12700,VNG7094,408,97244,97651,protein_coding,hypothetical protein
WP_010890486.1,VNG_RS12705,VNG7095,3387,97984,101370,protein_coding,hypothetical protein
WP_012289728.1,VNG_RS12710,,1167,101488,102654,protein_coding,ISH3-like element ISH27-3 family transposase
WP_010904029.1,VNG_RS13810,,192,103281,103472,protein_coding,hypothetical protein
WP_010890485.1,VNG_RS12715,VNG7096,2121,103476,105596,protein_coding,class I SAM-dependent D methyltransferase
WP_012289080.1,VNG_RS12720,,1167,105617,106783,protein_coding,ISH3 family transposase ISH27-2
WP_010890484.1,VNG_RS12725,VNG7097,1986,107069,109054,protein_coding,class I SAM-dependent D methyltransferase
WP_010890482.1,VNG_RS12730,VNG7099,2940,109051,111990,protein_coding,helicase
WP_010890481.1,VNG_RS12735,VNG7100,546,111987,112532,protein_coding,transcription factor
WP_010890480.1,VNG_RS12740,VNG7101,1155,112973,114127,protein_coding,hypothetical protein
WP_010890479.1,VNG_RS12745,VNG7102,282,114461,114742,protein_coding,PadR family transcriptiol regulator
WP_010890478.1,VNG_RS12750,VNG7103,402,115111,115512,protein_coding,hypothetical protein
WP_010890477.1,VNG_RS12755,VNG7104,615,115884,116498,protein_coding,hypothetical protein
WP_010890476.1,VNG_RS12760,VNG7105,3387,117104,120490,protein_coding,hypothetical protein
WP_010890475.1,VNG_RS12765,VNG7106,1329,121064,122392,protein_coding,site-specific integrase
WP_010890474.1,VNG_RS12770,VNG7107,885,122757,123641,protein_coding,IS1595 family transposase ISH4
WP_010890473.1,VNG_RS12775,VNG7108,345,124238,124582,protein_coding,hypothetical protein
WP_010890472.1,VNG_RS12780,VNG7109,702,124579,125280,protein_coding,hypothetical protein
WP_010890471.1,VNG_RS13815,,1047,125267,126313,protein_coding,hypothetical protein
WP_010890469.1,VNG_RS12790,VNG7112,393,126536,126928,protein_coding,MarR family transcriptiol regulator
WP_012289588.1,VNG_RS13820,,408,127391,127798,protein_coding,hypothetical protein
WP_010890467.1,VNG_RS12795,VNG7114,561,128346,128906,protein_coding,transcription factor
WP_010890466.1,VNG_RS12800,VNG7115,612,129183,129794,protein_coding,HD family hydrolase
WP_010890465.1,VNG_RS12805,VNG7116,606,130026,130631,protein_coding,site-specific integrase
WP_012289591.1,VNG_RS12815,,444,131122,131565,protein_coding,pyridoxamine 5'-phosphate oxidase family protein
WP_010890463.1,VNG_RS12820,VNG7118,681,131677,132357,protein_coding,hypothetical protein
WP_010890462.1,VNG_RS12825,VNG7119,1275,132354,133628,protein_coding,IS4 family transposase ISH8C
WP_010890461.1,VNG_RS12830,VNG7120,1524,134055,135578,protein_coding,hypothetical protein
WP_012289730.1,VNG_RS12835,VNG7121,846,135862,136707,protein_coding,methyltransferase domain-containing protein
WP_010890459.1,VNG_RS12840,VNG7122,360,136700,137059,protein_coding,transcriptiol regulator
WP_049892776.1,VNG_RS12845,,189,137246,137434,protein_coding,hypothetical protein
WP_012289729.1,VNG_RS12850,,369,137425,137793,protein_coding,YlbF family regulator
WP_010890458.1,VNG_RS12855,VNG7123,1935,137790,139724,protein_coding,arsenic-transporting ATPase
WP_010890457.1,VNG_RS12860,VNG7124,327,139725,140051,protein_coding,arsenical resistance operon transcriptiol repressor ArsD
WP_008444919.1,VNG_RS13830,,390,140392,140781,protein_coding,transcriptiol regulator
WP_010890456.1,VNG_RS12865,VNG7126,429,140884,141312,protein_coding,ArsC family transcriptiol regulator
WP_010890455.1,VNG_RS12870,VNG7127,441,141871,142311,protein_coding,hypothetical protein
WP_012289728.1,VNG_RS12875,,1167,142698,143864,protein_coding,ISH3-like element ISH27-3 family transposase
WP_049892775.1,VNG_RS12880,,525,143909,144433,protein_coding,hypothetical protein
