"query","NOGs","COG_category","HMM_description"
"WP_010903973.1","110KF@NOG","E","Inherit from COG: Extracellular solute-binding protein, family 5"
"WP_010903975.1","COG0381@NOG","M","UDP-N-acetylglucosamine 2-epimerase"
"WP_010903976.1","COG0404@NOG","E","Folate-binding protein YgfZ"
"WP_010903977.1","0Z3PW@NOG",NA,NA
"WP_010903978.1","0YRE7@NOG","U","Inherit from COG: membrane-flanked domain protein"
"WP_010903979.1","0YIM7@NOG",NA,NA
"WP_010903980.1","COG2450@NOG","D","Protein of unknown function (DUF552)"
"WP_010903981.1","COG3342@NOG","S","Family of unknown function (DUF1028)"
"WP_010903982.1","COG2016@NOG","J","RNA-binding protein"
"WP_010903983.1","0YTVI@NOG",NA,NA
"WP_010903984.1","COG0557@NOG","K","Ribonuclease"
"WP_010903985.1","COG0051@NOG","J","Involved in the binding of tRNA to the ribosomes (By similarity)"
"WP_010903986.1","COG5256@NOG","J","This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis (By similarity)"
"WP_010903987.1","COG0460@NOG","E","Homoserine dehydrogenase (EC 1.1.1.3)"
"WP_010903989.1","COG1943@NOG","L","Transposase"
"WP_010903990.1","COG0480@NOG","J","Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post- translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome (By similarity)"
"WP_010903991.1","0YE8M@NOG",NA,NA
"WP_010903992.1","COG0049@NOG","J","One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the head domain of the 30S subunit. Is located at the subunit interface close to the decoding center (By similarity)"
"WP_010903993.1","COG0048@NOG","J","With S4 and S5 plays an important role in translational accuracy. Located at the interface of the 30S and 50S subunits (By similarity)"
"WP_010903994.1","COG0195@NOG","K","Transcription elongation factor NusA-like protein"
"WP_010903995.1","COG0086@NOG","K","DNA-directed RNA polymerase, subunit a'"
"WP_010903996.1","COG0086@NOG","K","DNA-directed RNA polymerase, subunit a'"
"WP_010903997.1","COG0085@NOG","K","DNA-directed RNA polymerase subunit b'"
"WP_010904000.1","COG4083@NOG","S","Cytochrome oxidase subunit I-like protein"
"WP_010904002.1","1108Y@NOG",NA,NA
"WP_010904004.1","0XYID@NOG","S","chromosome segregation ATPase-like protein"
"WP_010904005.1","0ZZNZ@NOG","O","Inherit from COG: peptidase (S8 and S53, subtilisin, kexin, sedolisin"
"WP_010904014.1","COG1695@NOG","K","Transcriptional regulator"
"WP_010904022.1","COG1304@NOG","H","Catalyzes the 1,3-allylic rearrangement of the homoallylic substrate isopentenyl (IPP) to its allylic isomer, dimethylallyl diphosphate (DMAPP) (By similarity)"
"WP_010904032.1","COG0433@NOG","L","Inherit from COG: Aaa atpase"
"WP_010904034.1","126FB@NOG","S","Domain of unknown function DUF87"
"WP_010904036.1","11GG8@NOG",NA,NA
"WP_010904037.1","COG1474@NOG","L","orc1 cdc6 family replication initiation protein"
"WP_010904046.1","0XXT4@NOG",NA,NA
"WP_010904047.1","COG0417@NOG","L","DNA polymerase I"
"WP_010904048.1","COG1474@NOG","L","Involved in regulation of DNA replication (By similarity)"
"WP_010904049.1","111TT@NOG",NA,NA
"WP_010904050.1","COG2402@NOG","V","Toxic component of a toxin-antitoxin (TA) module. A"
"WP_010904051.1","111D7@NOG","K","Pfam:SpoVT_AbrB"
"WP_010904053.1","0YNY9@NOG",NA,NA
"WP_010904054.1","0XTGC@NOG",NA,NA
"WP_010904055.1","COG0569@NOG","P","TRK potassium uptake system protein"
"WP_010904056.1","COG2060@NOG","P","One of the components of the high-affinity ATP-driven potassium transport (or KDP) system, which catalyzes the hydrolysis of ATP coupled with the exchange of hydrogen and potassium ions (By similarity)"
"WP_010904057.1","COG2216@NOG","P","One of the components of the high-affinity ATP-driven potassium transport (or KDP) system, which catalyzes the hydrolysis of ATP coupled with the exchange of hydrogen and potassium ions (By similarity)"
"WP_010904058.1","COG2156@NOG","P","One of the components of the high-affinity ATP-driven potassium transport (or KDP) system, which catalyzes the hydrolysis of ATP coupled with the exchange of hydrogen and potassium ions. The C subunit may be involved in assembly of the KDP complex (By similarity)"
"WP_010904059.1","COG0531@NOG COG0589@NOG","E","Amino acid permease"
"WP_010904062.1","COG1943@NOG","L","Transposase"
"WP_010904063.1","COG0618@NOG","S","phosphoesterase RecJ domain protein"
"WP_010904064.1","COG0589@NOG","T","UspA domain protein"
"WP_010904068.1","111TT@NOG",NA,NA
"WP_010904069.1","COG1520@NOG","M","PQQ enzyme repeat family protein"
"WP_010904070.1","COG2026@NOG","K","Inherit from arCOG: Plasmid stabilization system"
"WP_010904071.1","COG2161@NOG","K","CopG family transcriptional regulator"
"WP_010904073.1","0ZZTP@NOG","L","Inherit from NOG: Transposase"
"WP_010904074.1","COG0306@NOG","P","phosphate transporter"
"WP_010904077.1","COG0464@NOG","O","AAA family ATPase, CDC48 subfamily"
"WP_010904078.1","COG0071@NOG","O","heat shock protease protein"
"WP_010904081.1","COG0589@NOG","T","UspA domain-containing protein"
"WP_010904083.1","COG0330@NOG","O","SPFH domain / Band 7 family"
"WP_010904087.1","COG4264@NOG","Q","IucA / IucC family"
"WP_010904088.1","COG1670@NOG","J","Siderophore biosynthesis protein, conserved region"
"WP_010904089.1","COG3486@NOG","Q","Inherit from COG: L-lysine 6-monooxygenase (NADPH)"
"WP_010904090.1","COG4264@NOG","Q","IucA / IucC family"
"WP_010904091.1","COG0569@NOG","P","TrkA-N domain protein"
"WP_010904092.1","COG0531@NOG","E","cationic amino acid"
"WP_010904095.1","COG0569@NOG","P","TRK potassium uptake system protein"
"WP_010904097.1","COG1192@NOG","D","cobyrinic Acid a,c-diamide synthase"
"WP_010904098.1","1119R@NOG",NA,NA
"WP_010904100.1","0ZY4M@NOG","Q","Gas vesicle K"
"WP_010904101.1","0ZXDU@NOG","Q","Gas vesicles are small, hollow, gas filled protein structures that are found in several microbial planktonic microorganisms. They allow the positioning of the organism at the favorable depth for growth (By similarity)"
"WP_010904102.1","111CS@NOG",NA,NA
"WP_010904103.1","COG0071@NOG","O","GvpH"
"WP_010904105.1","11VUC@NOG","Q","Gas vesicle synthesis GvpLGvpF"
"WP_010904106.1","COG1695@NOG","K","Transcriptional regulator PadR-like family"
"WP_010904107.1","COG0467@NOG","T","GvpD gas vesicle"
"WP_010904108.1","1257U@NOG","Q","Gas vesicles are small, hollow, gas filled protein structures that are found in several microbial planktonic microorganisms. They allow the positioning of the organism at the favorable depth for growth"
"WP_010904110.1","COG0714@NOG","S","Gas vesicle protein GvpN"
"WP_010904111.1","0Y5YS@NOG","Q","gas vesicle synthesis family protein"
"WP_010904112.1","COG0569@NOG","P","TRK potassium uptake system protein"
"WP_010904113.1","COG0306@NOG","P","phosphate transporter"
"WP_010904115.1","COG1359@NOG","S","Antibiotic biosynthesis monooxygenase"
"WP_010904116.1","128N6@NOG",NA,NA
"WP_010904119.1","COG0206@NOG","D","cell division protein FtsZ"
"WP_010904121.1","COG1108@NOG","P","ABC transporter"
"WP_010904122.1","COG1121@NOG","P","ABC transporter"
"WP_010904123.1","COG0803@NOG","P","periplasmic solute binding protein"
"WP_010904125.1","COG1297@NOG","S","oligopeptide transporter (OPT"
"WP_010904126.1","12CB3@NOG","S","Coenzyme PQQ synthesis protein D (PqqD)"
"WP_010904127.1","COG0371@NOG","C","3-dehydroquinate synthase"
"WP_010904131.1","COG1653@NOG","G","Bacterial extracellular solute-binding protein"
"WP_010904132.1","COG1175@NOG","P","Binding-protein-dependent transport system inner membrane component"
"WP_010904134.1","COG3839@NOG","G","ABC transporter"
"WP_010904139.1","COG2161@NOG","K","CopG domain protein DNA-binding domain protein"
"WP_010904142.1","COG3316@NOG","L","Transposase"
"WP_010904143.1","COG0697@NOG","G","EamA-like transporter family"
"WP_010904144.1","COG0376@NOG","P","Bifunctional enzyme with both catalase and broad- spectrum peroxidase activity (By similarity)"
"WP_010904146.1","COG1520@NOG","T","Pyrrolo-quinoline quinone"
"WP_010904147.1","COG4670@NOG","I","CoA transferase having broad substrate specificity for short-chain acyl-CoA thioesters with the activity decreasing when the length of the carboxylic acid chain exceeds four carbons (By similarity)"
"WP_010904149.1","COG1785@NOG","P","Alkaline phosphatase"
"WP_010904150.1","COG1253@NOG","P","Transporter associated domain"
"WP_010904151.1","COG0603@NOG","S","Catalyzes the ATP-dependent conversion of 7-carboxy-7- deazaguanine (CDG) to 7-cyano-7-deazaguanine (preQ(0)) (By similarity)"
"WP_010904152.1","COG0602@NOG","H","Catalyzes the conversion of 6-carboxy-5,6,7,8- tetrahydropterin (CPH4) to 7-carboxy-7-deazaguanine (CDG) (By similarity)"
"WP_010904153.1","COG0720@NOG","H","synthase"
"WP_010904156.1","COG1781@NOG","F","Involved in allosteric regulation of aspartate carbamoyltransferase (By similarity)"
"WP_010904157.1","COG0018@NOG","J","Arginyl-tRNA synthetase"
"WP_010904158.1","COG1757@NOG","C","Na H antiporter"
"WP_010904159.1","COG0078@NOG","E","ornithine carbamoyltransferase"
"WP_010904160.1","COG0549@NOG","E","carbamate kinase-like carbamoyl phosphate synthetase"
"WP_010904161.1","COG2235@NOG","E","Arginine deiminase"
"WP_010904162.1","COG1414@NOG","K","regulator"
"WP_010904163.1","0YNY9@NOG",NA,NA
"WP_010904164.1","COG0419@NOG","L","Inherit from NOG: Involved in DNA double-strand break repair (DSBR). The Rad50 Mre11 complex possesses single-strand endonuclease activity and ATP-dependent double-strand-specific 3'-5' exonuclease activity. Rad50 provides an ATP-dependent control of Mre11 by unwinding and or repositioning DNA ends into the Mre11 active site (By similarity)"
"WP_010904167.1","10ZRF@NOG",NA,NA
"WP_010904169.1","COG1131@NOG","V","ABC transporter"
"WP_010904170.1","111CX@NOG",NA,NA
"WP_010904179.1","0YGV9@NOG",NA,NA
"WP_010904186.1","COG1405@NOG","K","Stabilizes TBP binding to an archaeal box-A promoter. Also responsible for recruiting RNA polymerase II to the pre- initiation complex (DNA-TBP-TFIIB) (By similarity)"
"WP_010904187.1","1118W@NOG","S","Protein of unknown function (DUF3006)"
"WP_010904188.1","COG2333@NOG","S","beta-lactamase domain protein"
"WP_010904189.1","110CR@NOG",NA,NA
"WP_010904190.1","111DM@NOG","K","Transcriptional regulator"
"WP_010904192.1","COG0675@NOG","L","Transposase"
"WP_010904193.1","COG0417@NOG","L","DNA polymerase I"
"WP_010904194.1","COG1474@NOG","L","Involved in regulation of DNA replication (By similarity)"
"WP_010904195.1","COG1403@NOG","V","hnh endonuclease"
"WP_010904196.1","111TT@NOG",NA,NA
"WP_010904198.1","110XS@NOG COG3385@NOG","L","transposase (ISH3)"
"WP_010904200.1","111D7@NOG","K","Pfam:SpoVT_AbrB"
"WP_010904202.1","110T0@NOG",NA,NA
"WP_010904206.1","COG0247@NOG COG1139@NOG","C","Uncharacterised ACR, YkgG family COG1556"
"WP_010904211.1","COG2002@NOG","K","AbrB family transcriptional regulator"
"WP_010904212.1","COG1405@NOG","K","Stabilizes TBP binding to an archaeal box-A promoter. Also responsible for recruiting RNA polymerase II to the pre- initiation complex (DNA-TBP-TFIIB) (By similarity)"
"WP_010904215.1","COG2402@NOG","V","nucleic acid-binding protein contains PIN domain-like region"
"WP_010904216.1","0ZFJ2@NOG",NA,NA
"WP_010904217.1","0Y5I8@NOG","S","Zinc finger SWIM domain protein"
"WP_010904218.1","110CR@NOG",NA,NA
"WP_010904219.1","111DM@NOG",NA,NA
"WP_010904220.1","COG1599@NOG","L","Inherit from arCOG: nucleic acid binding OB-fold tRNA helicase-type"
"WP_010904224.1","COG0384@NOG","S","Phenazine"
"WP_010904228.1","COG0735@NOG","P","Ferric uptake"
"WP_010904230.1","110TU@NOG",NA,NA
"WP_010904231.1","1111P@NOG",NA,NA
"WP_010904240.1","COG3269@NOG","S","deoxyribonuclease rho motif-related tram"
"WP_010904241.1","COG2101@NOG","K","General factor that plays a role in the activation of archaeal genes transcribed by RNA polymerase. Binds specifically to the TATA box promoter element which lies close to the position of transcription initiation (By similarity)"
"WP_010904242.1","1108B@NOG",NA,NA
"WP_010904243.1","COG3430@NOG","N","Protein of unknown function (DUF1628)"
"WP_012289069.1","COG0675@NOG","L","IS1341-type transposase"
"WP_012289070.1","120IG@NOG","V","Inherit from NOG: transcriptional modulator of maze toxin, mazf"
"WP_012289073.1","0Z77K@NOG","T","Inherit from NOG: Histidine kinase"
"WP_012289074.1","COG0675@NOG","L","IS1341-type transposase"
"WP_012289078.1","COG4190@NOG","K","Inherit from COG: Transcriptional regulator"
"WP_012289079.1","COG1474@NOG","L","Involved in regulation of DNA replication (By similarity)"
"WP_012289080.1","COG3385@NOG","L","Transposase"
"WP_012289081.1","COG3436@NOG","L","Transposase"
"WP_012289085.1","COG0438@NOG","M","glycosyl transferase group 1"
"WP_012289086.1","COG2886@NOG","S","Uncharacterised protein family (UPF0175)"
"WP_012289087.1","1107T@NOG",NA,NA
"WP_012289088.1","1110T@NOG",NA,NA
"WP_012289090.1","COG0314@NOG COG1763@NOG","H","molybdopterin-guanine dinucleotide biosynthesis protein"
"WP_012289091.1","COG2896@NOG","H","Catalyzes, together with MoaC, the conversion of 5'-GTP to cyclic pyranopterin monophosphate (cPMP or molybdopterin precursor Z) (By similarity)"
"WP_012289092.1","COG1278@NOG","K","Cold shock protein"
"WP_012289098.1","COG1402@NOG","H","Creatininase"
"WP_012289099.1","COG0451@NOG","M","NAD-dependent epimerase dehydratase"
"WP_012289104.1","COG0864@NOG","K","Transcriptional regulator (By similarity)"
"WP_012289107.1","0ZDAN@NOG","O","Thioredoxin"
"WP_012289110.1","COG0318@NOG","I","AMP-dependent synthetase and ligase"
"WP_012289111.1","COG0526@NOG","O","Thioredoxin"
"WP_012289112.1","COG2761@NOG","Q","DsbA oxidoreductase"
"WP_012289114.1","COG0500@NOG","Q","Methyltransferase type 11"
"WP_012289115.1","0YBCS@NOG",NA,NA
"WP_012289116.1","COG0206@NOG","D","Essential cell division protein that forms a contractile ring structure (Z ring) at the future cell division site. The regulation of the ring assembly controls the timing and the location of cell division. One of the functions of the FtsZ ring is to recruit other cell division proteins to the septum to produce a new cell wall between the dividing cells. Binds GTP and shows GTPase activity (By similarity)"
"WP_012289117.1","125GR@NOG","L","Inherit from COG: Integrase"
"WP_012289120.1","0YY3A@NOG",NA,NA
"WP_012289124.1","COG1430@NOG","S","Uncharacterized ACR, COG1430"
"WP_012289126.1","COG2892@NOG","S","rpo operon protein"
"WP_012289128.1","0YZ2F@NOG",NA,NA
"WP_012289129.1","COG0477@NOG","G","major facilitator superfamily"
"WP_012289131.1","0XY3D@NOG","E","Inherit from COG: Catalyzes the last two steps in the biosynthesis of 5- methylaminomethyl-2-thiouridine (mnm(5)s(2)U) at the wobble position (U34) in tRNA. Catalyzes the FAD-dependent demodification of cmnm(5)s(2)U34 to nm(5)s(2)U34, followed by the transfer of a methyl group from S-adenosyl-L-methionine to nm(5)s(2)U34, to form mnm(5)s(2)U34 (By similarity)"
"WP_012289133.1","COG0500@NOG","Q","Methyltransferase type 11"
"WP_012289134.1","COG1912@NOG","S","NAD operon protein"
"WP_012289136.1","COG0350@NOG","Q","Methylated-DNA--protein-cysteine methyltransferase"
"WP_012289138.1","0YXI5@NOG",NA,NA
"WP_012289139.1","COG0710@NOG","E","Type I DHQase"
"WP_012289141.1","COG1602@NOG","S","Archaeal protein of unknown function (DUF651)"
"WP_012289142.1","0YWJS@NOG",NA,NA
"WP_012289143.1","0XTMN@NOG",NA,NA
"WP_012289144.1","0YH2X@NOG","S","Membrane-bound metal-dependent hydrolase"
"WP_012289146.1","COG1960@NOG","I","Acyl-coA dehydrogenase"
"WP_012289149.1","COG3743@NOG","S","This protein binds to 23S rRNA in the presence of protein L20 (By similarity)"
"WP_012289150.1","COG1208@NOG","M","Nucleotidyl transferase"
"WP_012289152.1","COG0138@NOG COG0299@NOG","F","phosphoribosylglycinamide formyltransferase"
"WP_012289153.1","COG0015@NOG","F","adenylosuccinate lyase"
"WP_012289154.1","COG2124@NOG","Q","cytochrome p450"
"WP_012289155.1","0YFFQ@NOG",NA,NA
"WP_012289156.1","COG0329@NOG","E","dihydrodipicolinate"
"WP_012289157.1","COG0278@NOG","O","Glutaredoxin-like protein"
"WP_012289160.1","COG0656@NOG","S","Aldo keto reductase"
"WP_012289161.1","COG0494@NOG","L","NUDIX domain"
"WP_012289162.1","COG0346@NOG","E","methylmalonyl-CoA epimerase"
"WP_012289163.1","COG1884@NOG","I","Inherit from NOG: methylmalonyl-coA mutase"
"WP_012289164.1","COG1670@NOG","K","Acetyltransferase (GNAT) family"
"WP_012289167.1","COG1222@NOG","O","ATPase which is responsible for recognizing, binding, unfolding and translocation of substrate proteins into the archaeal 20S proteasome core particle. Is essential for opening the gate of the 20S proteasome via an interaction with its C- terminus, thereby allowing substrate entry and access to the site of proteolysis. Thus, the C-termini of the proteasomal ATPase function like a 'key in a lock' to induce gate opening and therefore regulate proteolysis. Unfolding activity requires energy from ATP hydrolysis, whereas ATP binding alone promotes ATPase-20S proteasome association which triggers gate opening, and supports translocation of unfolded substrates (By similarity)"
"WP_012289168.1","0YNYG@NOG",NA,NA
"WP_012289169.1","0ZEBH@NOG",NA,NA
"WP_012289172.1","COG2013@NOG","S","Pfam:DUF124"
"WP_012289173.1","COG1418@NOG","S","Metal dependent phosphohydrolase"
"WP_012289174.1","COG2119@NOG","S","Uncharacterized protein family UPF0016"
"WP_012289175.1","COG1321@NOG","K","iron (metal) dependent repressor, DtxR family"
"WP_012289176.1","COG1233@NOG","Q","amine oxidase"
"WP_012289177.1","COG1407@NOG","S","Metallophosphoesterase"
"WP_012289178.1","0YIXV@NOG","O","Heat shock protein DnaJ domain protein"
"WP_012289179.1","COG1631@NOG","J","Binds to the 23S rRNA (By similarity)"
"WP_012289181.1","0YY5U@NOG",NA,NA
"WP_012289183.1","COG0651@NOG","C","NADH Ubiquinone plastoquinone (Complex I)"
"WP_012289184.1","0YKCE@NOG","S","Polyketide cyclase / dehydrase and lipid transport"
"WP_012289186.1","COG0061@NOG","H","ATP-NAD AcoX kinase"
"WP_012289187.1","COG3407@NOG","I","diphosphomevalonate decarboxylase"
"WP_012289189.1","11YNJ@NOG","S","Protein of unknown function (DUF2797)"
"WP_012289190.1","COG0438@NOG","M","glycosyl transferase group 1"
"WP_012289194.1","10ZN1@NOG",NA,NA
"WP_012289195.1","COG0840@NOG","N","Methyl-accepting chemotaxis sensory transducer"
"WP_012289196.1","110DF@NOG",NA,NA
"WP_012289197.1","COG2301@NOG","G","Citrate (pro-3S)-lyase"
"WP_012289198.1","COG0334@NOG","E","glutamate dehydrogenase"
"WP_012289200.1","COG1005@NOG","C","NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient. This subunit may bind ubiquinone (By similarity)"
"WP_012289202.1","0YWN1@NOG","C","NADH dehydrogenase-like complex subunit J2"
"WP_012289203.1","COG1007@NOG","C","proton-translocating NADH-quinone oxidoreductase, chain N"
"WP_012289204.1","COG1884@NOG","I","Methylmalonyl-CoA mutase"
"WP_012289209.1","COG1960@NOG","I","Acyl-coA dehydrogenase"
"WP_012289210.1","COG1562@NOG","I","Squalene phytoene synthase"
"WP_012289211.1","0YRNQ@NOG","T","Inherit from COG: Circadian clock protein KaiC"
"WP_012289213.1","COG1573@NOG","L","Uracil DNA glycosylase superfamily"
"WP_012289214.1","COG0430@NOG","J","cyclase (EC 6.5.1.4)"
"WP_012289215.1","COG0589@NOG","T","domain-containing protein"
"WP_012289217.1","0YYK9@NOG",NA,NA
"WP_012289218.1","COG1303@NOG","S","Specifically catalyzes the AdoMet-dependent 2'-O-ribose methylation of cytidine at position 56 in tRNAs (By similarity)"
"WP_012289219.1","COG1675@NOG","K","Transcription factor that plays a role in the activation of archaeal genes transcribed by RNA polymerase. Facilitates transcription initiation by enhancing TATA-box recognition by TATA-box-binding protein (Tbp), and transcription factor B (Tfb) and RNA polymerase recruitment. Not absolutely required for transcription in vitro, but particularly important in cases where Tbp or Tfb function is not optimal. It dynamically alters the nucleic acid-binding properties of RNA polymerases by stabilizing the initiation complex and destabilizing elongation complexes. Seems to translocate with the RNA polymerase following initiation and acts by binding to the non template strand of the transcription bubble in elongation complexes (By similarity)"
"WP_012289220.1","110U7@NOG",NA,NA
"WP_012289221.1","0YEZV@NOG","T","RIO1 family"
"WP_012289223.1","COG1502@NOG","I","phospholipase D"
"WP_012289224.1","0XXQ3@NOG","K","Inherit from COG: acetyltransferase"
"WP_012289225.1","COG1744@NOG","S","Membrane lipoprotein"
"WP_012289226.1","COG3794@NOG","C","Copper binding proteins, plastocyanin/azurin family"
"WP_012289227.1","COG3294@NOG","S","Metal dependent phosphohydrolase"
"WP_012289229.1","COG0840@NOG","N","Methyl-accepting chemotaxis sensory transducer"
"WP_012289230.1","COG2130@NOG","S","Alcohol dehydrogenase zinc-binding domain protein"
"WP_012289231.1","COG2064@NOG","N","type II secretion system"
"WP_012289232.1","COG0630@NOG","N","type II secretion system protein"
"WP_012289235.1","0YYDE@NOG",NA,NA
"WP_012289240.1","1118V@NOG","T","Inherit from arCOG: UspA domain protein"
"WP_012289241.1","COG0613@NOG","S","PHP domain protein"
"WP_012289242.1","COG0721@NOG","J","Allows the formation of correctly charged Asn-tRNA(Asn) or Gln-tRNA(Gln) through the transamidation of misacylated Asp- tRNA(Asn) or Glu-tRNA(Gln) in organisms which lack either or both of asparaginyl-tRNA or glutaminyl-tRNA synthetases. The reaction takes place in the presence of glutamine and ATP through an activated phospho-Asp-tRNA(Asn) or phospho-Glu-tRNA(Gln) (By similarity)"
"WP_012289244.1","COG0638@NOG","O","Component of the proteasome core, a large protease complex with broad specificity involved in protein degradation (By similarity)"
"WP_012289247.1","COG0784@NOG","T","response regulator receiver protein"
"WP_012289248.1","0Z4PB@NOG","S","Reversibly glycosylated polypeptide"
"WP_012289249.1","COG0388@NOG","S","Nitrilase cyanide hydratase and apolipoprotein N-acyltransferase"
"WP_012289250.1","COG1681@NOG","N","Flagellin"
"WP_012289251.1","COG1681@NOG","N","Flagellin"
"WP_012289252.1","COG1413@NOG","C","PBS lyase HEAT domain protein repeat-containing protein"
"WP_012289253.1","COG1352@NOG","N","ec 2.1.1.80"
"WP_012289254.1","COG3385@NOG","L","Transposase"
"WP_012289258.1","COG3815@NOG","S","Predicted membrane protein (DUF2085)"
"WP_012289261.1","COG0516@NOG COG0517@NOG","F","Catalyzes the conversion of inosine 5'-phosphate (IMP) to xanthosine 5'-phosphate (XMP), the first committed and rate- limiting step in the de novo synthesis of guanine nucleotides, and therefore plays an important role in the regulation of cell growth (By similarity)"
"WP_012289264.1","COG1681@NOG","N","Flagellin"
"WP_012289265.1","COG0389@NOG","L","Poorly processive, error-prone DNA polymerase involved in untargeted mutagenesis. Copies undamaged DNA at stalled replication forks, which arise in vivo from mismatched or misaligned primer ends. These misaligned primers can be extended by PolIV. Exhibits no 3'-5' exonuclease (proofreading) activity. May be involved in translesional synthesis (By similarity)"
"WP_012289267.1","COG0079@NOG","E","Imidazole acetol-phosphate transaminase"
"WP_012289269.1","COG0179@NOG","Q","2-hydroxyhepta-24-diene-1,7-dioate isomerase"
"WP_012289270.1","0YIUK@NOG","O","OsmC family"
"WP_012289272.1","COG0463@NOG","M","glycosyl transferase family 2"
"WP_012289275.1","COG4948@NOG","M","Mandelate racemase muconate lactonizing protein"
"WP_012289276.1","COG3388@NOG",NA,NA
"WP_012289277.1","11P4Y@NOG",NA,NA
"WP_012289278.1","0ZGNE@NOG",NA,NA
"WP_012289280.1","COG1798@NOG","J","S-adenosyl-L-methionine-dependent methyltransferase that catalyzes the trimethylation of the amino group of the modified target histidine residue in translation elongation factor 2 (EF- 2), to form an intermediate called diphthine. The three successive methylation reactions represent the second step of diphthamide biosynthesis (By similarity)"
"WP_012289282.1","COG0674@NOG COG1014@NOG","C","Pyruvate flavodoxin ferredoxin oxidoreductase domain protein"
"WP_012289283.1","COG1444@NOG","S","Catalyzes the formation of N(4)-acetylcytidine (ac(4)C) at the wobble position of tRNA(Met), by using acetyl-CoA as an acetyl donor and ATP (or GTP) (By similarity)"
"WP_012289285.1","COG2092@NOG","J","Promotes the exchange of GDP for GTP in EF-1-alpha GDP, thus allowing the regeneration of EF-1-alpha GTP that could then be used to form the ternary complex EF-1-alpha GTP AAtRNA (By similarity)"
"WP_012289287.1","COG1522@NOG","K","regulator"
"WP_012289290.1","COG4997@NOG","G","Inherit from COG: Mannose-1-phosphate guanylyltransferase Mannose-6-phosphate isomerase"
"WP_012289292.1","COG2986@NOG","E","histidine ammonia-lyase"
"WP_012289293.1","COG3359@NOG","L","Inherit from COG: Exonuclease-like protein"
"WP_012289294.1","COG0572@NOG","F","uridine kinase"
"WP_012289296.1","COG0128@NOG","E","5-enolpyruvylshikimate-3-phosphate synthase"
"WP_012289297.1","COG1605@NOG","E","chorismate mutase"
"WP_012289299.1","COG1599@NOG","L","replication factor A"
"WP_012289301.1","COG0062@NOG COG0063@NOG","G","carbohydrate kinase, YjeF related protein"
"WP_012289302.1","COG1603@NOG","J","Part of ribonuclease P, a protein complex that generates mature tRNA molecules by cleaving their 5'-ends (By similarity)"
"WP_012289303.1","127VE@NOG",NA,NA
"WP_012289305.1","COG1331@NOG","O","Pfam:DUF255"
"WP_012289306.1","COG2009@NOG","C","Succinate dehydrogenase, cytochrome b556 subunit"
"WP_012289307.1","0ZB38@NOG",NA,NA
"WP_012289309.1","COG1351@NOG","F","Catalyzes the formation of dTMP and tetrahydrofolate from dUMP and methylenetetrahydrofolate (By similarity)"
"WP_012289310.1","11WJH@NOG","S","barrel domain protein"
"WP_012289312.1","COG0415@NOG","L","Deoxyribodipyrimidine photo-lyase"
"WP_012289314.1","COG0294@NOG","H","dihydropteroate synthase"
"WP_012289315.1","COG0565@NOG","J","RNA methyltransferase, TrmH family, group 1"
"WP_012289316.1","0YM8M@NOG","K","GCN5-related N-acetyltransferase"
"WP_012289319.1","0Y9S5@NOG",NA,NA
"WP_012289321.1","COG1061@NOG","K","type III restriction protein res subunit"
"WP_012289323.1","0YG7Y@NOG",NA,NA
"WP_012289324.1","0YB21@NOG",NA,NA
"WP_012289325.1","COG0112@NOG","E","Catalyzes the reversible interconversion of serine and glycine with tetrahydrofolate (THF) serving as the one-carbon carrier. Also exhibits THF-independent aldolase activity toward beta-hydroxyamino acids, producing glycine and aldehydes, via a retro-aldol mechanism (By similarity)"
"WP_012289326.1","0YMFM@NOG",NA,NA
"WP_012289327.1","COG0042@NOG","J","dihydropyrimidine dehydrogenase"
"WP_012289328.1","COG0111@NOG","H","D-isomer specific 2-hydroxyacid dehydrogenase NAD-binding"
"WP_012289329.1","COG3360@NOG","S","Pfam:DUF1458"
"WP_012289330.1","COG0737@NOG","F","5'-nucleotidase"
"WP_012289331.1","0YVE6@NOG",NA,NA
"WP_012289332.1","COG1371@NOG","S","Archease protein family (MTH1598/TM1083)"
"WP_012289335.1","0YA92@NOG","S","Bacteriorhodopsin related protein"
"WP_012289336.1","1113P@NOG","K","Activates transcription of bacteriorhodopsin (bop) and phytoene synthase (crtB1). May interact with DNA or RNA via the zinc finger motif (By similarity)"
"WP_012289337.1","COG1467@NOG","L","DNA primase is the polymerase that synthesizes small RNA primers for the Okazaki fragments on both template strands at replication forks during chromosomal DNA synthesis (By similarity)"
"WP_012289338.1","COG0596@NOG","S","Alpha beta hydrolase"
