"query","NOGs","COG_category","HMM_description"
"NP_014587.1","11G04@NOG","O","Zinc finger, C3HC4 type (RING finger)"
"NP_014588.1","11431@NOG","M","Altered inheritance of mitochondria protein 39, mitochondrial"
"NP_014590.1","0XRN0@NOG","E","S-adenosylmethionine decarboxylase proenzyme"
"NP_014591.1","0YYAE@NOG","K","transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors (By similarity)"
"NP_014593.1","0XPHH@NOG","Q","Eukaryotic glutathione synthase"
"NP_014594.2","11GPC@NOG","S","Inherit from ascNOG: Conserved hypothetical protein"
"NP_014595.2","11CMS@NOG","S","Pfam:DUF540"
"NP_014597.1","0YDMV@NOG","T","PAS"
"NP_014598.1","119RJ@NOG",NA,NA
"NP_014599.1","COG0177@NOG","L","DNA N-glycosylase and apurinic apyrimidinic (AP) lyase involved in base excision repair"
"NP_014600.1","COG5239@NOG","K","Endonuclease/Exonuclease/phosphatase family"
"NP_014601.1","COG0724@NOG","A","Nucleolar protein"
"NP_014602.1","COG0185@NOG","J","ribosomal protein S15"
"NP_014603.1","COG2058@NOG","J","60S acidic ribosomal protein P2"
"NP_014604.1","0XP21@NOG","O","subunit alpha 4 EC 3.4.25.1"
"NP_014606.1","116US@NOG",NA,NA
"NP_014608.1","COG1196@NOG","L","RecF/RecN/SMC N terminal domain"
"NP_014609.1","COG0008@NOG","J","tRNA synthetases class I (E and Q), catalytic domain"
"NP_014610.1","11H6N@NOG","S","Protein of unknown function (DUF775)"
"NP_014611.1","1224M@NOG","U","Required for protein translocation and folding in the endoplasmic reticulum (ER). Functions as a nucleotide exchange factor for the ER lumenal chaperone KAR2"
"NP_014612.1","0YJG7@NOG","G","Glucanosyltransferase"
"NP_014613.1","0ZRNA@NOG","K","BRLZ"
"NP_014614.1","118TA@NOG","K","BRLZ"
"NP_014615.1","0XRSP@NOG","S","LETM1-like protein"
"NP_014616.1","11WY4@NOG","U","Required for the assembly of the TOM (translocase of outer membrane) receptor complex, which is responsible for the recognition and translocation of cytosolically synthesized mitochondrial preproteins"
"NP_014617.1","113EE@NOG",NA,NA
"NP_014619.1","COG0532@NOG","J","One of the essential components for the initiation of protein synthesis. Protects formylmethionyl-tRNA from spontaneous hydrolysis and promotes its binding to the 30S ribosomal subunits. Also involved in the hydrolysis of GTP during the formation of the 70S ribosomal complex"
"NP_014620.1","0XRI4@NOG","S","Programmed cell death protein 2, C-terminal putative domain"
"NP_014621.1","COG0557@NOG","J","RNB"
"NP_014622.1","COG0531@NOG","E","Amino acid permease"
"NP_014623.1","12BTP@NOG","S","SUR7/PalI family"
"NP_014624.1","COG5325@NOG","U","SNARE domain"
"NP_014625.1","0Y6E6@NOG",NA,NA
"NP_014626.1","0XRMJ@NOG","T","Calmodulin-dependent protein kinase"
"NP_014627.1","116UI@NOG",NA,NA
"NP_014630.1","COG5243@NOG","O","E2 ligases, and transfers it to substrates promoting their degradation. Mediates the degradation of endoplasmic reticulum proteins (ERQC), also called ER-associated degradation (ERAD). Component of the HRD1 ubiquitin ligase complex, which is part of the ERAD-L and ERAD-M pathways responsible for the rapid degradation of soluble lumenal and membrane proteins with misfolded lumenal domains (ERAD-L), or ER-membrane proteins with misfolded transmembrane domains (ERAD-M)"
"NP_014631.1","COG5262@NOG","B","Variant histone H2A which can replace H2A in some nucleosomes. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling. This variant is enriched at promoters, it may keep them in a repressed state until the appropriate activation signal is received. Near telomeres, it may counteract gene silencing caused by the spread of heterochromatin proteins. Required for the RNA polymerase II and SPT15 TBP recruitment to the target genes. Involved in chromosome stability"
"NP_014632.1","0XR72@NOG","I","PLAc"
"NP_014633.1","COG0430@NOG","A","phosphate cyclase-like protein"
"NP_014634.1","0XRUJ@NOG","U","Component of the ERMES MDM complex, which serves as a molecular tether to connect the endoplasmic reticulum and mitochondria. Components of this complex are involved in the control of mitochondrial shape and protein biogenesis and may function in phospholipid exchange. MDM12 is required for the interaction of the ER-resident membrane protein MMM1 and the outer mitochondrial membrane-resident beta-barrel protein MDM10. The MDM12-MMM1 subcomplex functions in the major beta-barrel assembly pathway that is responsible for biogenesis of all mitochondrial outer membrane beta-barrel proteins, and acts in a late step after the SAM complex. The MDM10-MDM12-MMM1 subcomplex further acts in the TOM40-specific pathway after the action of the MDM12-MMM1 complex. Essential for establishing and maintaining the structure of mitochondria and maintenance of mtDNA nucleoids (By similarity)"
"NP_014635.1","COG2867@NOG","I","Required for the function of coenzyme Q in the respiratory chain. May serve as a chaperone or may be involved in the transport of Q6 from its site of synthesis to the catalytic sites of the respiratory complexes"
"NP_014636.1","11413@NOG",NA,NA
"NP_014637.1","COG3569@NOG","L","DNA topoisomerase I"
"NP_014638.1","COG1761@NOG","K","RNA Polymerase II subunit"
"NP_014639.1","COG5602@NOG","B","Paired amphipathic helix protein"
"NP_014640.1","COG5273@NOG","S","Protein fatty acyltransferase 4"
"NP_014641.2","COG1272@NOG","T","Haemolysin-III related"
"NP_014642.1","11TTK@NOG","S","Cyclin"
"NP_014643.1","COG0349@NOG","J","PMC2NT (NUC016) domain"
"NP_014644.1","0XQK1@NOG","G","ALG6, ALG8 glycosyltransferase family"
"NP_014645.1","COG1404@NOG","O","Serine protease"
"NP_014646.1","COG1412@NOG","S","U3 small nucleolar RNA-associated protein 23"
"NP_014647.1","COG1793@NOG","L","DNA ligase"
"NP_014648.1","COG2042@NOG","S","Ribosome biogenesis protein required for processing 35S pre-rRNA at site D (By similarity)"
"NP_014649.1","COG0457@NOG","S","Tetratricopeptide repeat"
"NP_014650.1","11FP9@NOG","G, O","WSC domain"
"NP_014652.1","11A3J@NOG","W","structural constituent of cell wall"
"NP_014653.1","11A3J@NOG","W","structural constituent of cell wall"
"NP_014654.1","COG0842@NOG","Q","sterol transport"
"NP_014655.1","0Y86P@NOG",NA,NA
"NP_014657.1","0XQJW@NOG","D","K11584 protein phosphatase 2 (formerly 2A), regulatory subunit B'"
"NP_014659.1","11JPD@NOG","U","EMP24_GP25L"
"NP_014660.1","0XS77@NOG","S","Mitochondrial protein Pet127"
"NP_014661.1","102NY@NOG","S","ubiquitin-dependent endocytosis"
"NP_014662.1","11KNA@NOG",NA,NA
"NP_014663.1","COG0234@NOG","O","Cpn10"
"NP_014664.1","COG2428@NOG","S","Predicted SAM-dependent RNA methyltransferase"
"NP_014665.1","0YDSX@NOG","I, U","DDHD"
"NP_014666.1","123JX@NOG","K","Inherit from saccNOG: ADA HAT complex component 1"
"NP_014668.1","COG0846@NOG","B, K","Sir2 family"
"NP_014669.1","0XRBG@NOG","D","Cell cycle arrest protein BUB3"
"NP_014670.1","0XTCJ@NOG","O","STI1"
"NP_014671.1","1262C@NOG","K","Transcription activator involved in the regulation of genes expressed in response to environmental changes and metabolic requirements. According to genome-wide promoter binding and gene expression studies it regulates, among others, genes involved in ribosome biogenesis"
"NP_014673.1","0ZDFY@NOG","S","PalH/RIM21"
"NP_014675.1","0Z6I1@NOG","K","Helix-loop-helix DNA-binding domain"
"NP_014676.1","COG0258@NOG","L","HhH2"
"NP_014677.1","COG5273@NOG","S","Zinc finger, DHHC-type containing"
"NP_014678.1","0XQNT@NOG","D, O","Myosin-binding striated muscle assembly central"
"NP_014679.1","COG5325@NOG","U","SNARE domain"
"NP_014680.2","COG0543@NOG","C, H","Oxidoreductase FAD-binding domain"
"NP_014681.1","0XP1H@NOG","B","Required for replication-independent chromatin assembly and for the periodic repression of histone gene transcription during the cell cycle (By similarity)"
"NP_014682.1","COG5041@NOG","D, K, T","Casein kinase II subunit beta'"
"NP_014683.1","COG0491@NOG","S","methylglyoxal catabolic process"
"NP_014685.1","11HCV@NOG","O","CUE"
"NP_014686.1","11CS6@NOG","S","Inherit from ascNOG: General stress response protein Whi2"
"NP_014687.1","113D3@NOG",NA,NA
"NP_014688.1","0Y1UK@NOG",NA,NA
"NP_014689.1","0XRGX@NOG","A","ATP-dependent RNA helicase associated with the nuclear pore complex and essential for mRNA export from the nucleus. May participate in a terminal step of mRNA export through the removal of proteins that accompany mRNA through the nucleopore complex. May also be involved in early transcription (By similarity)"
"NP_014690.1","0Y4G1@NOG","K","single organism signaling"
"NP_014691.1","COG5049@NOG","K","Possesses 5'- 3' exoribonuclease activity. Required for the processing of nuclear mRNA and rRNA precursors. May promote termination of transcription by RNA polymerase II (By similarity)"
"NP_014692.1","11IED@NOG","P","RTA1 like protein"
"NP_014694.1","0Y0ED@NOG","K","Required for correct translation termination and probably involved in regulation of hypoxic gene expression"
"NP_014695.1","COG3582@NOG","S","AN1-like Zinc finger"
"NP_014697.1","COG0452@NOG","D, P","Component of the phosphopantothenoylcysteine decarboxylase (PPCDC) involved in the coenzyme A synthesis. Acts as an inhibitory subunit of protein phosphatase PPZ1, which is involved in many cellular processes such as G1-S transition or salt tolerance"
"NP_014699.1","COG1439@NOG","A","Nin one binding (NOB1) Zn-ribbon like"
"NP_014700.1","COG5091@NOG","T","suppressor of G2 allele of SKP1"
"NP_014702.1","109CS@NOG","S","Putative serine esterase (DUF676)"
"NP_014703.1","0Z4QE@NOG","L","Required for the proper initiation of DNA replication. Required for mitochondrial morphology (By similarity)"
"NP_014704.1","0XNPP@NOG","J","Casein kinase II subunit alpha'"
"NP_014705.1","11EFF@NOG",NA,NA
"NP_014706.1","COG0087@NOG","J","ribosomal protein L3"
"NP_014707.1","COG5034@NOG","B","PHD-finger"
"NP_014708.1","COG2857@NOG","C","Cytochrome c1"
"NP_014709.1","11EFN@NOG",NA,NA
"NP_014710.1","0XPPM@NOG","G","Adds the second glucose residue to the lipid-linked oligosaccharide precursor for N-linked glycosylation. Transfers glucose from dolichyl phosphate glucose (Dol-P-Glc) onto the lipid-linked oligosaccharide Glc(1)Man(9)GlcNAc(2)-PP-Dol"
"NP_014712.2","COG5391@NOG","U","Vps5 C terminal like"
"NP_014713.1","0XQ68@NOG","U","Pfam:TBC"
"NP_014714.1","COG1953@NOG","P","thiamine transport"
"NP_014716.1","0Y5EA@NOG","D","by preventing premature dissociation of cohesin complex from centromeres after prophase, when most of cohesin complex dissociates from chromosomes arms"
"NP_014717.2","COG0207@NOG","F","Thymidylate synthase"
"NP_014718.1","0XSGT@NOG","U","SNARE-complex protein Syntaxin-18 N-terminus"
"NP_014719.1","COG5256@NOG","J","elongation Factor"
"NP_014720.1","0XRJ7@NOG","A","Domain of Kin17 curved DNA-binding protein"
"NP_014721.1","0XWQP@NOG","S","U3 small nucleolar RNA-associated protein 16"
"NP_014722.1","0XQG5@NOG","P","ZIP Zinc transporter"
"NP_014723.2","11QBB@NOG","O","Involved in DNA replication, genome stability, and the control of cell cycle, probably through its association to replication origins to facilitate the ubiquitination of another origin-binding protein"
"NP_014724.1","COG1752@NOG","I","patatin-like phospholipase domain-containing protein"
"NP_014726.1","11411@NOG","K","Whi5 like"
"NP_014727.1","11KHU@NOG","S","Inherit from NOG: toxin biosynthesis protein"
"NP_014728.1","0XR1F@NOG","O","OST3 / OST6 family"
"NP_014729.1","COG5038@NOG","S","C2 domain"
"NP_014730.2","0Y6NB@NOG","P","Inherit from ascNOG: Potassium ion channel Yvc1"
"NP_014732.1","0YCCP@NOG","U","RAB"
"NP_014733.1","COG0631@NOG","T","Protein phosphatase 2C"
"NP_014734.2","COG5252@NOG","S","ZnF_C3H1"
"NP_014735.1","COG0679@NOG","S","transmembrane transport"
"NP_014736.1","COG0318@NOG","I, Q","DMAP1-binding Domain"
"NP_014737.1","0XP1U@NOG","U","ARF"
"NP_014738.1","COG0120@NOG","G","pentose-phosphate shunt, non-oxidative branch"
"NP_014739.1","0ZYKB@NOG","J","ribosomal protein S7"
"NP_014740.1","117ZA@NOG",NA,NA
"NP_014741.1","107SV@NOG","U","Inherit from KOG: Nucleoporin 153kDa"
"NP_014742.1","COG5020@NOG","G","Glycolipid 2-alpha-mannosyltransferase"
"NP_014743.1","0XS86@NOG","C","Mitochondrial carrier protein"
"NP_014744.1","COG1100@NOG","T","Ras protein signal transduction"
"NP_014746.2","11Q2I@NOG","O","DAD family"
"NP_014747.1","0XV9Z@NOG",NA,NA
"NP_014749.1","COG5325@NOG","U","SNARE domain"
"NP_014750.3","0YMJD@NOG","T","Regulator of G protein signaling domain"
"NP_014751.1","COG0119@NOG","E","2-isopropylmalate synthase"
"NP_014752.3","COG5329@NOG COG5411@NOG","U","IPPc"
"NP_014753.1","COG0406@NOG","K","Pfam:TFIIIC_subunit"
"NP_014754.3","COG0424@NOG","D","Maf-like protein"
"NP_014755.1","0XQTG@NOG","T","Inherit from ascNOG: Kinase family"
"NP_014756.3","COG5048@NOG","K","Zinc finger, C2H2 type"
"NP_014757.1","11BHD@NOG",NA,NA
"NP_014758.3","0YUYH@NOG","U","Transport protein particle (TRAPP) component"
"NP_014759.1","COG0086@NOG","K","DNA-directed RNA polymerase"
"NP_014760.3","COG1222@NOG","O","AAA domain (Cdc48 subfamily)"
"NP_014761.1","117H4@NOG","O","May be involved in a process influencing telomere capping (By similarity)"
"NP_014762.3","COG1718@NOG","D, T","RIO"
"NP_014763.1","COG0656@NOG","C","D-xylose catabolic process"
"NP_014765.3","126PD@NOG","Z","Binds to actin and affects the structure of the cytoskeleton. At high concentrations, profilin prevents the polymerization of actin, whereas it enhances it at low concentrations (By similarity)"
"NP_014766.1","0XRI0@NOG","K","RNA polymerase-associated protein LEO1"
"NP_014767.3","COG5077@NOG","O","ubiquitin carboxyl-terminal hydrolase"
"NP_014768.2","COG2941@NOG","H","Ubiquinone biosynthesis protein COQ7"
"NP_014769.3","COG2755@NOG","I","GDSL-like Lipase/Acylhydrolase"
"NP_014770.1","0ZIYP@NOG","T","LIM domain"
"NP_014771.3","COG0026@NOG COG0041@NOG","F","phosphoribosylaminoimidazole carboxylase"
"NP_014772.1","0ZNBU@NOG","S","Pfam:SPB_interacting"
"NP_014773.4","0XNVH@NOG","C","Mitochondrial ornithine carrier protein"
"NP_014774.1","COG0546@NOG","S","haloacid dehalogenase-like hydrolase"
"NP_014775.3","COG5391@NOG","U","PX domain"
"NP_014776.1","COG0480@NOG","J","Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post- translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome"
"NP_014777.3","0YVI5@NOG","T","Rho-GTPase-activating protein"
"NP_014779.1","COG0473@NOG","E","isocitrate dehydrogenase (NAD+) activity"
"NP_014780.3","COG1409@NOG","S","Calcineurin-like phosphoesterase"
"NP_014781.1","11AZZ@NOG","S","UBA/TS-N domain"
"NP_014783.4","COG5169@NOG","K","HSF"
"NP_014784.1","COG5277@NOG","Z","Actin-related protein"
"NP_014785.3","COG0074@NOG","C","CoA_binding"
"NP_014786.1","COG1564@NOG","H","Thiamin pyrophosphokinase, vitamin B1 binding domain"
"NP_014787.3","COG0470@NOG","L","Telomere length regulation protein"
"NP_014788.1","COG1094@NOG","J","Required for small ribosomal subunit (SSU) synthesis. Has a role in the processing of early nucleolar and late cytoplasmic pre-RNA species"
"NP_014790.4","0Y9UB@NOG","M","Involved in the organization of the mitochondrial membranes and the global structure of the mitochondria. Also required for mitochondrial distribution and mobility as well as for the maintenance of mitochondrial DNA nucleoids structures (By similarity)"
"NP_014791.1","0Y8Y8@NOG","A","Involved in spliceosome maturation and the first step of pre-mRNA splicing (By similarity)"
"NP_014792.4","0XTCB@NOG","G","Alpha-1,2-mannosyltransferase involved in glycosylphosphatidylinositol-anchor biosynthesis. Transfers a fourth mannose to trimannosyl-GPIs during GPI precursor assembly. The presence of a fourth mannose in GPI is essential in fungi"
"NP_014793.1","COG0102@NOG","J","mitochondrial 54S ribosomal protein YmL23"
"NP_014794.3","COG0085@NOG","K","DNA-directed RNA polymerase"
"NP_014795.1","113D2@NOG",NA,NA
"NP_014796.3","COG0842@NOG","Q","xenobiotic-transporting ATPase activity"
"NP_014797.1","116S0@NOG","S","Sad1 / UNC-like C-terminal"
"NP_014798.3","0XWED@NOG","F","IMP-specific 5'-nucleotidase involved in IMP (inositol monophosphate) degradation (By similarity)"
"NP_014799.1","0XQ2E@NOG","K","SUMO ligase activity"
"NP_014800.3","COG0638@NOG","O","The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH. The proteasome has an ATP-dependent proteolytic activity (By similarity)"
"NP_014801.1","11QWW@NOG","J","mitochondrial 37S ribosomal protein PET123"
"NP_014802.3","COG1958@NOG","A","Sm"
"NP_014803.1","0XRKT@NOG","U","Exportin 1-like protein"
"NP_014804.3","0XS0P@NOG","U","Probably involved in transport through the plasma membrane (By similarity)"
"NP_014805.3","0Y4MF@NOG","K","sequence-specific DNA binding RNA polymerase II transcription factor activity"
"NP_014806.1","COG0494@NOG","L","NUDIX domain"
"NP_014807.3","0XRWE@NOG","U","Protein of unknown function (DUF410)"
"NP_014808.1","0XPVJ@NOG","Z","Cooperates with the reticulon proteins and tubule- shaping DP1 family proteins to generate and maintain the structure of the tubular endoplasmic reticulum network. Has GTPase activity, which is required for its function in ER organization (By similarity)"
"NP_014809.3","10E76@NOG","A","PINc"
"NP_014810.1","COG2053@NOG","J","40S ribosomal protein S28"
"NP_014811.3","COG0008@NOG","J","Glutaminyl-tRNA synthetase, non-specific RNA binding region part 1"
"NP_014814.1","COG1597@NOG","H","protein kinase C-activating G-protein coupled receptor signaling pathway"
"NP_014815.3","0Y4MF@NOG","K","sequence-specific DNA binding RNA polymerase II transcription factor activity"
"NP_014816.2","COG5075@NOG","S","Scavenger mRNA decapping enzyme (DcpS) N-terminal"
"NP_014817.3","0Y4GN@NOG","K","Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors (By similarity)"
"NP_014818.1","COG5202@NOG","I","MBOAT, membrane-bound O-acyltransferase family"
"NP_014819.3","COG0276@NOG","H","Catalyzes the ferrous insertion into protoporphyrin IX (By similarity)"
"NP_014821.3","11FT1@NOG","O, T","protein phosphatase type 1 regulator activity"
"NP_014822.1","COG1236@NOG","A","Component of the cleavage factor I (CF I) involved in pre-mRNA 3'-end processing (By similarity)"
"NP_014823.3","COG1024@NOG","I","Enoyl-CoA hydratase/isomerase family"
"NP_014824.1","11J0D@NOG","Z","WH1"
"NP_014825.3","123KC@NOG","J","ribosomal protein S30"
"NP_014827.3","COG1932@NOG","E","phosphoserine aminotransferase"
"NP_014828.1","0XNRS@NOG","U","GTP-binding protein involved in nucleocytoplasmic transport. Required for the import of protein into the nucleus and also for RNA export"
"NP_014830.1","COG0050@NOG","J","This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis (By similarity)"
"NP_014831.3","11D8F@NOG","S","Domain of unknown function (DUF1708)"
"NP_014832.1","113DB@NOG","B","INO80 complex subunit Ies4"
"NP_014833.3","COG2730@NOG","G","Glucan 1,3-beta-glucosidase"
"NP_014834.1","0XPDU@NOG","K","SNF2 family N-terminal domain"
"NP_014835.3","COG1953@NOG","P","thiamine transport"
"NP_014837.1","COG5149@NOG","K","TFIIA large subunit"
"NP_014838.3","0XPG5@NOG","D","Inherit from NOG: KH domain containing 3-like, subcortical maternal complex member"
"NP_014839.1","COG0320@NOG","H","Catalyzes the radical-mediated insertion of two sulfur atoms into the C-6 and C-8 positions of the octanoyl moiety bound to the lipoyl domains of lipoate-dependent enzymes, thereby converting the octanoylated domains into lipoylated derivatives (By similarity)"
"NP_014840.4","0Y41C@NOG","D, O","Involved in cell death (apoptosis) (By similarity)"
"NP_014841.1","0XQW6@NOG","S","Inherit from ascNOG: nuclear segregation protein"
"NP_014844.3","COG0566@NOG","A","RNA 2'-O ribose methyltransferase substrate binding"
"NP_014845.1","COG0131@NOG","E","Imidazoleglycerol-phosphate dehydratase"
"NP_014847.3","0XNTI@NOG","J","ATP-binding RNA helicase involved in translation initiation. Remodels RNA in response to ADP and ATP concentrations by facilitating disruption, but also formation of RNA duplexes (By similarity)"
"NP_014848.1","COG1161@NOG","C","May be involved in the mitochondrial lipid metabolism (By similarity)"
"NP_014849.3","COG5604@NOG","J","nucleolar complex protein 2"
"NP_014850.1","COG0085@NOG","K","DNA-directed RNA polymerase"
"NP_014851.3","COG5599@NOG","T","PTPc"
"NP_014852.1","COG1488@NOG","H","Nicotinate phosphoribosyltransferase"
"NP_014853.3","COG1644@NOG","K","DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates. Common component of RNA polymerases I, II and III which synthesize ribosomal RNA precursors, mRNA precursors and many functional non-coding RNAs, and a small RNAs, such as 5S rRNA and tRNAs, respectively. Pol II is the central component of the basal RNA polymerase II transcription machinery. Pols are composed of mobile elements that move relative to each other. In Pol II, RBP10 is part of the core element with the central large cleft"
"NP_014854.2","COG0699@NOG","U","DYNc"
"NP_014855.3","0XQUX@NOG","S","G protein beta subunit"
"NP_014856.1","COG5033@NOG","K","Something about silencing protein 5"
"NP_014858.1","COG1610@NOG","C","Altered inheritance of mitochondria protein 41, mitochondrial"
"NP_014859.3","0YC53@NOG","U","GRIP-related Arf-binding domain"
"NP_014860.1","COG5275@NOG","L","Replication factor C subunit"
"NP_014862.3","COG1506@NOG","O","Dipeptidyl peptidase IV (DPP IV) N-terminal region"
"NP_014863.1","116AD@NOG",NA,NA
"NP_014864.4","COG0331@NOG","I","Inherit from KOG: carrier protein transacylase"
"NP_014865.1","0XRZG@NOG","C","Transports C5-C7 oxodicarboxylates across the inner membranes of mitochondria. Can transport 2-oxoadipate, 2- oxoglutarate, adipate, glutarate, 2-oxopimelate, oxaloacetate, citrate and malate. The main physiological role is probably to supply 2-oxoadipate and 2-oxoglutarate from the mitochondrial matrix to the cytosol where they are used in the biosynthesis of lysine and glutamate, respectively, and in lysine catabolism"
"NP_014866.3","11YJN@NOG","S","DUF2407 ubiquitin-like domain"
"NP_014867.1","11FT0@NOG","K","RNA polymerases I, II, and III"
"NP_014869.3","COG0822@NOG","C","Involved in iron homeostasis within the mitochondrion where it is involved in the assembly of iron-sulfur proteins. Essential for de novo biosynthesis of mitochondrial and cytoplasmic iron sulfur proteins. May also be involved in the repair of iron sulfur clusters"
"NP_014870.1","0ZJ84@NOG","S","single-organism cellular process"
"NP_014871.3","128R2@NOG","S","Protein of unknown function (DUF1691)"
"NP_014872.1","11BJ7@NOG","K","negative regulation of transcription from RNA polymerase II promoter during meiosis"
"NP_014873.3","11BJ7@NOG","K","negative regulation of transcription from RNA polymerase II promoter during meiosis"
"NP_014874.1","0XQ5A@NOG","T","Mitogen-activated kinase kinase involved in protein kinase C signaling pathway"
"NP_014875.3","COG0576@NOG","O","Essential component of the PAM complex, a complex required for the translocation of transit peptide-containing proteins from the inner membrane into the mitochondrial matrix in an ATP-dependent manner"
"NP_014876.1","COG0515@NOG","T","protein serine/threonine kinase activity"
"NP_014877.3","COG2451@NOG","J","60S ribosomal protein L33"
"NP_014879.1","COG0262@NOG","H","Dihydrofolate reductase"
"NP_014880.3","0XRW6@NOG","T","Oxysterol Binding protein"
"NP_014881.2","11HI1@NOG","S","Inherit from ascNOG: DUF218 domain protein"
"NP_014882.4","0YAN4@NOG","Z","Methyltransferase domain"
"NP_014884.1","COG0285@NOG","H","Catalyzes conversion of folates to polyglutamate derivatives allowing concentration of folate compounds in the cell and the intracellular retention of these cofactors, which are important substrates for most of the folate-dependent enzymes that are involved in one-carbon transfer reactions involved in purine, pyrimidine and amino acid synthesis (By similarity)"
"NP_014885.3","12AGD@NOG",NA,NA
"NP_014886.1","COG0585@NOG","S","tRNA pseudouridine synthase D (TruD)"
"NP_014887.3","COG5027@NOG","B","Catalytic component of the NuA4 histone acetyltransferase (HAT) complex which is involved in epigenetic transcriptional activation of selected genes principally by acetylation of nucleosomal histones H4, H3, H2B, H2A and H2A variant H2A.Z. Acetylates histone H4 to form H4K5ac, H4K8ac, H4K12ac and H4K16ac, histone H3 to form H3K14ac, histone H2B to form H2BK16ac, histone H2A to form H2AK4ac and H2AK7ac, and histone variant H2A.Z to form H2A.ZK14ac. Acetylation of histone H4 is essential for DNA double-strand break repair through homologous recombination. Involved in cell cycle progression. Recruitment to promoters depends on H3K4me"
"NP_014888.1","0XTG3@NOG","I","Catalyzes the terminal and only committed step in triacylglycerol synthesis by using diacylglycerol and fatty acyl CoA as substrates. Required for storage lipid synthesis. May be involved in lipid particle synthesis from the endoplasmic reticulum and ergosterol biosynthesis. Also has monoacylglycerol acyltransferase (MGAT) activity, catalyzing the acyl-CoA-dependent esterification of monoacylglycerol to diacylglycerol"
"NP_014889.3","COG1028@NOG","Q","short chain dehydrogenase"
"NP_014890.1","11DSH@NOG",NA,NA
"NP_014892.3","0YVZN@NOG","D","Inherit from saccNOG: Anaphase-promoting complex subunit"
"NP_014893.1","COG5623@NOG","A","Required for endonucleolytic cleavage during polyadenylation-dependent pre-mRNA 3'-end formation (By similarity)"
"NP_014894.3","COG2897@NOG","H","Sulfurtransferase"
"NP_014895.2","123PX@NOG","S","translation machinery-associated protein 16"
"NP_014896.3","COG0454@NOG","K","Acetyltransferase (GNAT) family"
"NP_014897.1","COG5407@NOG","O","Sec63 Brl domain"
"NP_014898.3","11CP4@NOG",NA,NA
"NP_014899.1","COG2234@NOG","U","protein targeting to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway"
"NP_014900.3","COG5126@NOG","D, Z","Pfam:efhand"
"NP_014901.1","102F4@NOG","S","HIT domain"
"NP_014902.3","COG1222@NOG","O","AAA domain (Cdc48 subfamily)"
"NP_014903.1","COG1208@NOG","J","Translation initiation factor eIF-2B"
"NP_014904.3","COG1310@NOG","O","Acts as a regulatory subunit of the 26S proteasome which is involved in the ATP-dependent degradation of ubiquitinated proteins"
"NP_014905.1","0YRVC@NOG","S","Conserved hypothetical ATP binding protein"
"NP_014907.3","11D8D@NOG","S","cell cycle"
"NP_014908.1","11Y9A@NOG","O","Tubulin binding cofactor A"
"NP_014909.3","1157S@NOG",NA,NA
"NP_014910.1","0XQ0D@NOG","T","STYKc"
"NP_014912.1","0XP3K@NOG","Z","Positively regulates the activity of the minus-end directed microtubule motor protein dynein. Plays a central role in positioning the mitotic spindle at the bud neck during cell division. Targets cytoplasmic dynein to microtubule plus ends, thereby promoting dynein-mediated microtubule sliding along the bud cortex and consequently the movement of the mitotic spindle to the bud neck (By similarity)"
"NP_014913.3","COG1269@NOG","C","V-type ATPase 116kDa subunit family"
"NP_014914.1","0YU8V@NOG","U","Tricarboxylate carrier"
"NP_014915.3","0XPW5@NOG","J","Component of the NOP7 complex, which is required for maturation of the 25S and 5.8S ribosomal RNAs and formation of the 60S ribosome (By similarity)"
"NP_014916.1","0XS7E@NOG","U","Major Facilitator Superfamily"
"NP_014917.3","COG0324@NOG","H","tRNA dimethylallyltransferase"
