locus_tag,cluster,acc,COG_category,probability,HMM_description,NOGs
YMR120C,induced,NP_013839.1,F,0.4153807069687917,AICARFT/IMPCHase bienzyme,COG0138@NOG
YMR121C,induced,NP_013840.1,J,NA,Ribosomal protein L15,COG1632@NOG
YMR131C,induced,NP_013850.1,S,0.00725198931733243,ribosome assembly protein,0XPDB@NOG
YMR136W,repressed,NP_013856.1,K,0.9998363375969888,GATA zinc finger,COG5641@NOG
YMR142C,induced,NA,S,0.00725198931733243,Function unknown,NA
YMR169C,repressed,NP_013892.1,C,0.9953301413152312,Aldehyde dehydrogenase,COG1012@NOG
YMR173W,repressed,NP_013897.1,S,0.9998184782267798,Function unknown,0XWVH@NOG
YMR173W-A,repressed,NA,S,0.9998184782267798,Function unknown,NA
YMR174C,repressed,NA,S,0.9998184782267798,Function unknown,NA
YMR175W,repressed,NA,S,0.9998184782267798,Function unknown,NA
YMR181C,repressed,NP_013906.1,S,0.9998184782267798,Function unknown,116SM@NOG
YMR186W,induced,NP_013911.1,O,0.1672306973643994,"Molecular chaperone that promotes the maturation, structural maintenance and proper regulation of specific target proteins involved",COG0326@NOG
YMR189W,induced,NP_013914.1,E,8.622285680355961e-4,Glycine cleavage system P-protein,COG0403@NOG COG1003@NOG
YMR194W,induced,NA,S,0.00725198931733243,Function unknown,NA
YMR195W,repressed,NA,S,0.9998184782267798,Function unknown,NA
YMR196W,repressed,NP_013923.1,G,0.9563292098449211,Inherit from saccNOG: Mannosyl oligosaccharide glucosidase,0XTHA@NOG
YMR202W,induced,NP_013929.1,I,0.030881299766512903,C-8 sterol isomerase,0XP0Z@NOG
YMR206W,repressed,NP_013933.1,S,0.9998184782267798,Function unknown,11AAN@NOG
YMR215W,induced,NP_013942.1,S,0.00725198931733243,"Glycosyl hydrolases family 2, TIM barrel domain",0XSHQ@NOG
YMR217W,induced,NP_013944.1,F,0.4153807069687917,GMP synthase (glutamine-hydrolyzing) activity,COG0518@NOG COG0519@NOG
YMR229C,induced,NP_013956.1,A,0.9999981037358701,rRNA biogenesis protein RRP5,COG0539@NOG
YMR230W,induced,NA,S,0.00725198931733243,Function unknown,NA
YMR235C,induced,NP_013962.1,"A, T, Y",NA,LRR,COG5238@NOG
YMR239C,induced,NP_013966.1,A,0.9999981037358701,Ribonuclease III domain,COG0571@NOG
YMR241W,induced,NP_013968.1,C,5.613709551068091e-19,Mitochondrial carrier protein,0YAYP@NOG
YMR242C,induced,NA,S,0.00725198931733243,Function unknown,NA
YMR246W,induced,NP_013974.1,I,0.030881299766512903,long-chain fatty acids into metabolically active CoA thioesters for subsequent degradation or incorporation into phospholipids,COG1022@NOG
YMR250W,repressed,NP_013976.1,E,2.4936491944344962e-6,Pyridoxal-dependent decarboxylase conserved domain,COG0076@NOG
YMR251W,repressed,NP_013977.1,O,0.9699133011869505,glutathione s-transferase,COG0435@NOG
YMR251W-A,repressed,NA,S,0.9998184782267798,Function unknown,NA
YMR256C,repressed,NP_013983.1,C,0.9953301413152312,Inherit from euNOG: cytochrome C oxidase,0Y8CH@NOG
YMR260C,induced,NP_013987.1,J,NA,Seems to be required for maximal rate of protein biosynthesis. Enhances ribosome dissociation into subunits and stabilizes the binding of the initiator Met-tRNA(I) to 40 S ribosomal subunits (By similarity),COG0361@NOG
YMR271C,repressed,NP_013998.1,F,5.919773634257787e-7,"Catalyzes the transfer of a ribosyl phosphate group from 5-phosphoribose 1-diphosphate to orotate, leading to the formation of orotidine monophosphate (OMP) (By similarity)",COG0461@NOG
YMR290C,induced,NP_014017.1,J,NA,"ATP-dependent RNA helicase involved in 40S ribosomal subunit biogenesis. Required for the processing and cleavage of 35S pre-rRNA at sites A0, A1, and A2, leading to mature 18S rRNA",COG0513@NOG
YMR291W,repressed,NP_014019.1,T,0.9989297194930686,STYKc,0XRMJ@NOG
YMR300C,induced,NP_014029.1,F,0.4153807069687917,Glutamine phosphoribosylpyrophosphate amidotransferase,COG0034@NOG
YMR305C,induced,NP_014035.1,G,2.0609048813476683e-12,glucosidase activity,COG5309@NOG
YMR307W,induced,NP_014038.1,S,0.00725198931733243,X8 domain,0Z2A2@NOG
YMR309C,induced,NP_014040.1,J,NA,"Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome (By similarity)",0XRU3@NOG
YMR310C,induced,NP_014041.1,S,0.00725198931733243,Pfam:DUF171,COG2106@NOG
YMR315W,repressed,NP_014046.1,S,0.9998184782267798,"Oxidoreductase family, C-terminal alpha/beta domain",COG0673@NOG
YMR318C,induced,NP_014051.3,Q,0.11694619769130551,NADPH-dependent medium chain alcohol dehydrogenase with broad substrate specificity,COG1064@NOG
YMR321C,induced,NP_014054.3,E,8.622285680355961e-4,Homocysteine s-methyltransferase,COG2040@NOG
YMR322C,repressed,NP_014055.1,S,0.9998184782267798,PfpI family,COG0693@NOG
YNL002C,induced,NP_014396.3,J,NA,Involved in the biogenesis of the 60S ribosomal subunit. May act as a specificity factor that binds precursor rRNAs and tethers the enzymes that carry out the early 5' to 3' exonucleolytic reactions that generate the mature rRNAs,COG1841@NOG
YNL007C,repressed,NP_014391.1,O,0.9699133011869505,Pfam:DnaJ_C,COG0484@NOG
YNL009W,repressed,NP_014389.3,C,0.9953301413152312,isocitrate dehydrogenase nadp,COG0538@NOG
YNL015W,repressed,NP_014383.1,S,0.9998184782267798,Function unknown,0ZSMF@NOG
YNL036W,repressed,NP_014362.3,P,0.7063766671645022,carbonic anhydrase,COG0288@NOG
YNL037C,repressed,NP_014361.1,E,2.4936491944344962e-6,isocitrate dehydrogenase (NAD+) activity,COG0473@NOG
YNL055C,repressed,NP_014343.1,P,0.7063766671645022,voltage-dependent anion channel,0ZBK1@NOG
YNL061W,induced,NP_014338.3,A,0.9999981037358701,NOL1/NOP2/sun family,COG0144@NOG
YNL062C,induced,NP_014337.3,J,NA,"Substrate-binding subunit of tRNA (adenine-N(1)-)- methyltransferase, which catalyzes the formation of N(1)- methyladenine at position 58 (m1A58) in initiator methionyl-tRNA. Binds RNA",0XSXD@NOG
YNL065W,induced,NP_014334.3,G,2.0609048813476683e-12,drug transmembrane transporter activity,COG0477@NOG
YNL066W,induced,NP_014333.1,S,0.00725198931733243,Beta-glucosidase (SUN family),11GRE@NOG
YNL067W,induced,NP_014332.1,J,NA,ribosomal protein L9,COG0097@NOG
YNL069C,induced,NA,S,0.00725198931733243,Function unknown,NA
YNL075W,induced,NP_014324.3,A,0.9999981037358701,U3 small nucleolar ribonucleoprotein protein IMP4,COG2136@NOG
YNL087W,induced,NP_014312.1,S,0.00725198931733243,Lipid-binding protein,COG5038@NOG
YNL092W,repressed,NP_014307.1,G,0.9563292098449211,N2227-like protein,0Z0B7@NOG
YNL093W,repressed,NP_014306.3,S,0.9998184782267798,member RAS oncogene family,0YCCP@NOG
YNL096C,induced,NA,S,0.00725198931733243,Function unknown,NA
YNL110C,induced,NP_014289.1,A,0.9999981037358701,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)",11NF9@NOG
YNL112W,induced,NA,S,0.00725198931733243,Function unknown,NA
YNL113W,induced,NP_014286.1,K,0.9998779793190825,RNA polymerase Rpb3/Rpb11 dimerisation domain,COG1761@NOG
YNL114C,induced,NA,S,0.00725198931733243,Function unknown,NA
YNL115C,repressed,NP_014284.1,S,0.9998184782267798,Region of unknown function (DUF2417),COG0596@NOG
YNL117W,repressed,NP_014282.1,C,0.9953301413152312,Malate synthase,COG2225@NOG
YNL119W,induced,NP_014280.3,J,NA,"Plays a central role in 2-thiolation of mcm(5)S(2)U at tRNA wobble positions of tRNA(Lys), tRNA(Glu) and tRNA(Gln). May act by forming a heterodimer with NCS6 that ligates sulfur from thiocarboxylated URM1 onto the uridine of tRNAs at wobble position. Prior mcm(5) tRNA modification by the elongator complex is required for 2-thiolation. May also be involved in protein urmylation (By similarity)",0YGU3@NOG
YNL123W,induced,NP_014276.1,O,0.1672306973643994,Nuclear serine protease which mediates apoptosis,COG0265@NOG
YNL125C,repressed,NP_014274.1,G,0.9563292098449211,Major Facilitator Superfamily,10YE3@NOG
YNL132W,induced,NP_014267.1,S,0.00725198931733243,Domain of unknown function (DUF1726),COG1444@NOG
YNL134C,repressed,NP_014265.3,C,0.9953301413152312,zinc ion binding,COG0604@NOG
YNL141W,induced,NP_014258.1,F,0.4153807069687917,Catalyzes the hydrolytic deamination of adenine to hypoxanthine. Plays an important role in the purine salvage pathway and in nitrogen catabolism (By similarity),COG1816@NOG
YNL160W,repressed,NP_014239.1,E,2.4936491944344962e-6,cell wall assembly,COG0252@NOG
YNL162W,induced,NA,S,0.00725198931733243,Function unknown,NA
YNL174W,induced,NA,S,0.00725198931733243,Function unknown,NA
YNL175C,induced,NP_014224.2,K,0.9998779793190825,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)",COG0724@NOG
YNL178W,induced,NP_014221.3,J,NA,40S ribosomal protein S3,COG0092@NOG
YNL182C,induced,NP_014217.1,S,0.00725198931733243,Component of the RIX1 complex required for processing of ITS2 sequences from 35S pre-rRNA (By similarity),COG2319@NOG
YNL194C,repressed,NP_014205.1,S,0.9998184782267798,Integral membrane protein localized to mitochondria (untagged protein),11RMX@NOG
YNL195C,repressed,NP_014204.2,S,0.9998184782267798,Function unknown,11CKK@NOG
YNL200C,repressed,NP_014199.1,G,0.9563292098449211,"Catalyzes the epimerization of the S- and R-forms of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration. This is a prerequisite for the S- specific NAD(P)H-hydrate dehydratase to allow the repair of both epimers of NAD(P)HX (By similarity)",COG0062@NOG
YNL202W,repressed,NP_014197.2,Q,0.6645270543229664,"Peroxisomal 2,4-dienoyl-CoA reductase",COG1028@NOG
YNL203C,repressed,NA,S,0.9998184782267798,Function unknown,NA
YNL208W,induced,NP_014191.2,S,0.00725198931733243,Function unknown,0Z2GN@NOG
YNL209W,induced,NP_014190.1,J,NA,May aid in the passage of the nascent polypeptide chain through the ribosome channel into the cytosol. Such an interaction could be crucial for continuous transport of the polypeptide,COG0443@NOG
YNL220W,induced,NP_014179.1,F,0.4153807069687917,Plays an important role in the de novo pathway and in the salvage pathway of purine nucleotide biosynthesis. Catalyzes the first,COG0104@NOG
YNL237W,repressed,NP_014162.1,S,0.9998184782267798,Protein of unknown function (Ytp1),0XZRR@NOG
YNL247W,induced,NP_014152.1,J,NA,Cysteinyl-tRNA synthetase,COG0215@NOG
YNL248C,induced,NP_014151.1,K,0.9998779793190825,RNA polymerase I subunit,0XSWJ@NOG
YNL255C,induced,NP_014144.1,O,0.1672306973643994,Zinc knuckle,COG5082@NOG
YNL274C,repressed,NP_014125.1,C,0.9953301413152312,"D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain",COG1052@NOG
YNL277W,repressed,NP_014122.1,H,0.4737229769854949,alpha/beta hydrolase fold,COG2021@NOG
YNL296W,induced,NA,S,0.00725198931733243,Function unknown,NA
YNL301C,induced,NA,S,0.00725198931733243,Function unknown,NA
YNL305C,repressed,NP_014094.1,T,0.9989297194930686,Pfam:UPF0005,COG0670@NOG
YNL308C,induced,NP_014091.1,J,NA,KRI1-like family,0XR4G@NOG
YNL313C,induced,NP_014086.1,S,0.00725198931733243,Inherit from ascNOG: domain protein,0XNXB@NOG
YNL327W,induced,NP_014072.2,S,0.00725198931733243,Function unknown,0ZUMU@NOG
YNL331C,repressed,NP_014068.1,C,0.9953301413152312,aryl-alcohol dehydrogenase (NAD+) activity,COG0667@NOG
YNR002C,repressed,NP_014399.3,S,0.9998184782267798,GPR1/FUN34/yaaH family,COG1584@NOG
YNR012W,induced,NP_014409.1,F,0.4153807069687917,uridine kinase,COG0035@NOG COG0572@NOG
YNR014W,repressed,NA,S,0.9998184782267798,Function unknown,NA
YNR043W,induced,NP_014441.1,I,0.030881299766512903,diphosphomevalonate decarboxylase,COG3407@NOG
YNR044W,induced,NP_014442.1,O,0.1672306973643994,TSP1,0YNFU@NOG
YNR050C,induced,NP_014448.1,E,8.622285680355961e-4,Saccharopine dehydrogenase (NADP,COG1748@NOG
YNR053C,induced,NA,S,0.00725198931733243,Function unknown,NA
YNR069C,repressed,NP_014467.3,O,0.9699133011869505,"Component of a RSP5 ubiquitin ligase complex which specifies polyubiquitination and intracellular trafficking of the general amino acid permease GAP1 as well as other permeases such as PMA1. The RSP5-BUL1 2 complex is also necessary for the heat- shock element (HSE)-mediated gene expression, nitrogen starvation GLN3-dependent transcription and pressure-induced differential regulation of the 2 tryptophan permeases TAT1 and TAT2",0YCNJ@NOG
YOL010W,induced,NP_014633.1,A,0.9999981037358701,phosphate cyclase-like protein,COG0430@NOG
YOL016C,repressed,NP_014626.1,T,0.9989297194930686,Calmodulin-dependent protein kinase,0XRMJ@NOG
YOL032W,repressed,NP_014610.1,S,0.9998184782267798,Protein of unknown function (DUF775),11H6N@NOG
YOL039W,induced,NP_014603.1,J,NA,60S acidic ribosomal protein P2,COG2058@NOG
YOL040C,induced,NP_014602.1,J,NA,ribosomal protein S15,COG0185@NOG
YOL041C,induced,NP_014601.1,A,0.9999981037358701,Nucleolar protein,COG0724@NOG
YOL047C,repressed,NA,S,0.9998184782267798,Function unknown,NA
YOL048C,repressed,NA,S,0.9998184782267798,Function unknown,NA
YOL058W,repressed,NP_014583.2,E,2.4936491944344962e-6,Arginosuccinate synthase,COG0137@NOG
YOL071W,repressed,NP_014570.1,S,0.9998184782267798,"Required for insertion of FAD cofactor into SDH1, the catalytic subunit of succinate dehydrogenase (SDH). SDH is involved in complex II of the mitochondrial electron transport chain and is responsible for transferring electrons from succinate to ubiquinone (coenzyme Q). In is unclear whether it participates in the chemistry of FAD attachment (enzymatic function) or acts as a chaperone that maintains SDH1 in a conformation that is susceptible to autocatalytic FAD attachment",COG2938@NOG
YOL077C,induced,NP_014565.2,J,NA,ribosome biogenesis protein BRX1,COG5154@NOG
YOL082W,repressed,NP_014559.1,S,0.9998184782267798,Function unknown,116D7@NOG
YOL083W,repressed,NP_014558.1,S,0.9998184782267798,Function unknown,116D7@NOG
YOL084W,repressed,NP_014557.1,S,0.9998184782267798,Phosphate metabolism protein,COG5594@NOG
YOL097C,induced,NP_014544.1,J,NA,tRNA synthetases class I (W and Y),COG0180@NOG
YOL120C,induced,NA,S,0.00725198931733243,Function unknown,NA
YOL121C,induced,NA,S,0.00725198931733243,Function unknown,NA
YOL124C,induced,NP_014517.1,J,NA,Putative RNA methylase family UPF0020,COG1041@NOG
YOL126C,repressed,NP_014515.2,C,0.9953301413152312,Malate dehydrogenase,COG0039@NOG
YOL127W,induced,NA,S,0.00725198931733243,Function unknown,NA
YOL150C,repressed,NA,S,0.9998184782267798,Function unknown,NA
YOL151W,repressed,NP_014490.1,V,0.21202668993329285,carbonyl reductase (NADPH) activity,COG0451@NOG
YOL152W,repressed,NP_014489.2,P,0.7063766671645022,Ferric reductase,0XNZY@NOG
YOL153C,repressed,NA,S,0.9998184782267798,Function unknown,NA
YOL155C,repressed,NP_014487.1,S,0.9998184782267798,Function unknown,113I2@NOG
YOL163W,repressed,NP_014479.1,G,0.9563292098449211,transporter,COG0477@NOG
YOL165C,repressed,NP_014477.1,C,0.9953301413152312,"Potassium voltage-gated channel, shaker-related subfamily, beta member",COG0667@NOG
YOR003W,repressed,NP_014645.1,O,0.9699133011869505,Serine protease,COG1404@NOG
YOR004W,induced,NP_014646.1,S,0.00725198931733243,U3 small nucleolar RNA-associated protein 23,COG1412@NOG
YOR019W,repressed,NP_014662.1,S,0.9998184782267798,Function unknown,11KNA@NOG
YOR020C,induced,NP_014663.1,O,0.1672306973643994,Cpn10,COG0234@NOG
YOR027W,repressed,NP_014670.1,O,0.9699133011869505,STI1,0XTCJ@NOG
YOR028C,repressed,NP_014671.1,K,0.9998363375969888,"Transcription activator involved in the regulation of genes expressed in response to environmental changes and metabolic requirements. According to genome-wide promoter binding and gene expression studies it regulates, among others, genes involved in ribosome biogenesis",1262C@NOG
YOR031W,repressed,NA,S,0.9998184782267798,Function unknown,NA
YOR032C,repressed,NP_014675.1,K,0.9998363375969888,Helix-loop-helix DNA-binding domain,0Z6I1@NOG
YOR036W,repressed,NP_014679.1,U,0.9999999999997884,SNARE domain,COG5325@NOG
YOR051C,induced,NP_014694.1,K,0.9998779793190825,Required for correct translation termination and probably involved in regulation of hypoxic gene expression,0Y0ED@NOG
YOR052C,repressed,NP_014695.1,S,0.9998184782267798,AN1-like Zinc finger,COG3582@NOG
YOR056C,induced,NP_014699.1,A,0.9999981037358701,Nin one binding (NOB1) Zn-ribbon like,COG1439@NOG
YOR063W,induced,NP_014706.1,J,NA,ribosomal protein L3,COG0087@NOG
YOR065W,repressed,NP_014708.1,C,0.9953301413152312,Cytochrome c1,COG2857@NOG
YOR095C,induced,NP_014738.1,G,2.0609048813476683e-12,"pentose-phosphate shunt, non-oxidative branch",COG0120@NOG
YOR096W,induced,NA,S,0.00725198931733243,Function unknown,NA
YOR100C,repressed,NP_014743.1,C,0.9953301413152312,Mitochondrial carrier protein,0XS86@NOG
YOR101W,induced,NP_014744.1,T,0.6001982973281375,Ras protein signal transduction,COG1100@NOG
YOR107W,induced,NP_014750.3,T,0.6001982973281375,Regulator of G protein signaling domain,0YMJD@NOG
YOR120W,repressed,NP_014763.1,C,0.9953301413152312,D-xylose catabolic process,COG0656@NOG
YOR121C,repressed,NA,S,0.9998184782267798,Function unknown,NA
YOR128C,induced,NP_014771.3,F,0.4153807069687917,phosphoribosylaminoimidazole carboxylase,COG0026@NOG COG0041@NOG
YOR133W,induced,NP_014776.1,J,NA,"Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post- translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome",COG0480@NOG
YOR134W,repressed,NP_014777.3,T,0.9989297194930686,Rho-GTPase-activating protein,0YVI5@NOG
YOR135C,repressed,NA,S,0.9998184782267798,Function unknown,NA
YOR136W,repressed,NP_014779.1,E,2.4936491944344962e-6,isocitrate dehydrogenase (NAD+) activity,COG0473@NOG
YOR145C,induced,NP_014788.1,J,NA,Required for small ribosomal subunit (SSU) synthesis. Has a role in the processing of early nucleolar and late cytoplasmic pre-RNA species,COG1094@NOG
YOR146W,induced,NA,S,0.00725198931733243,Function unknown,NA
YOR152C,repressed,NP_014795.1,S,0.9998184782267798,Function unknown,113D2@NOG
YOR153W,induced,NP_014796.3,Q,0.11694619769130551,xenobiotic-transporting ATPase activity,COG0842@NOG
YOR161C,repressed,NP_014804.3,U,0.9999999999997884,Probably involved in transport through the plasma membrane (By similarity),0XS0P@NOG
YOR167C,induced,NP_014810.1,J,NA,40S ribosomal protein S28,COG2053@NOG
YOR173W,repressed,NP_014816.2,S,0.9998184782267798,Scavenger mRNA decapping enzyme (DcpS) N-terminal,COG5075@NOG
YOR178C,repressed,NP_014821.3,"O, T",NA,protein phosphatase type 1 regulator activity,11FT1@NOG
YOR185C,repressed,NP_014828.1,U,0.9999999999997884,GTP-binding protein involved in nucleocytoplasmic transport. Required for the import of protein into the nucleus and also for RNA export,0XNRS@NOG
YOR186W,repressed,NA,S,0.9998184782267798,Function unknown,NA
YOR198C,induced,NP_014841.1,S,0.00725198931733243,Inherit from ascNOG: nuclear segregation protein,0XQW6@NOG
YOR206W,induced,NP_014849.3,J,NA,nucleolar complex protein 2,COG5604@NOG
YOR207C,induced,NP_014850.1,K,0.9998779793190825,DNA-directed RNA polymerase,COG0085@NOG
YOR215C,repressed,NP_014858.1,C,0.9953301413152312,"Altered inheritance of mitochondria protein 41, mitochondrial",COG1610@NOG
YOR220W,repressed,NP_014863.1,S,0.9998184782267798,Function unknown,116AD@NOG
YOR224C,induced,NP_014867.1,K,0.9998779793190825,"RNA polymerases I, II, and III",11FT0@NOG
YOR234C,induced,NA,S,0.00725198931733243,Function unknown,NA
YOR239W,induced,NA,S,0.00725198931733243,Function unknown,NA
YOR243C,induced,NP_014886.1,S,0.00725198931733243,tRNA pseudouridine synthase D (TruD),COG0585@NOG
YOR247W,induced,NP_014890.1,S,0.00725198931733243,Function unknown,11DSH@NOG
YOR248W,induced,NA,S,0.00725198931733243,Function unknown,NA
YOR272W,induced,NP_014915.3,J,NA,"Component of the NOP7 complex, which is required for maturation of the 25S and 5.8S ribosomal RNAs and formation of the 60S ribosome (By similarity)",0XPW5@NOG
YOR273C,repressed,NP_014916.1,U,0.9999999999997884,Major Facilitator Superfamily,0XS7E@NOG
YOR287C,induced,NP_014930.1,J,NA,Component of the 90S pre-ribosome involved in the maturation of rRNAs. Required for early cleavages of the pre-RNAs in the 40S ribosomal subunit maturation pathway (By similarity),11T3E@NOG
YOR289W,repressed,NP_014932.1,S,0.9998184782267798,AMMECR1,COG2078@NOG
YOR293W,induced,NA,S,0.00725198931733243,Function unknown,NA
YOR294W,induced,NP_014937.1,J,NA,Ribosome biogenesis regulatory protein (RRS1),COG5225@NOG
YOR303W,repressed,NP_014947.3,F,5.919773634257787e-7,"Arginine-specific carbamoyl-phosphate synthetase, glutamine chain",COG0505@NOG
YOR309C,induced,NA,S,0.00725198931733243,Function unknown,NA
YOR310C,induced,NP_014955.1,A,0.9999981037358701,Required for pre-18S rRNA processing. May bind microtubules (By similarity),COG1498@NOG
YOR312C,induced,NA,S,0.00725198931733243,Function unknown,NA
YOR313C,induced,NP_014958.3,S,0.00725198931733243,Function unknown,0Y87F@NOG
YOR315W,induced,NP_014960.1,S,0.00725198931733243,Function unknown,11976@NOG
YOR317W,repressed,NP_014962.3,I,0.8468598308460155,long-chain fatty acids into metabolically active CoA thioesters for subsequent degradation or incorporation into phospholipids,COG1022@NOG
YOR340C,induced,NP_014985.1,K,0.9998779793190825,RNA polymerase I subunit,11JD4@NOG
YOR347C,repressed,NP_014992.3,G,0.9563292098449211,Pyruvate kinase,COG0469@NOG
YOR369C,induced,NP_015014.3,J,NA,40S ribosomal protein S12,COG1358@NOG
YOR374W,repressed,NP_015019.1,C,0.9953301413152312,Aldehyde dehydrogenase family,COG1012@NOG
YOR375C,induced,NP_015020.3,E,8.622285680355961e-4,glutamate dehydrogenase,COG0334@NOG
YOR382W,repressed,NP_015027.1,S,0.9998184782267798,Function unknown,11D6B@NOG
YOR383C,repressed,NP_015028.3,S,0.9998184782267798,Function unknown,117CK@NOG
YOR386W,repressed,NP_015031.1,L,NA,FAD binding domain of DNA photolyase,COG0415@NOG
YOR392W,repressed,NA,S,0.9998184782267798,Function unknown,NA
YPL004C,repressed,NP_015321.1,S,0.9998184782267798,Inherit from saccNOG: sphingolipid long chain base-responsive protein,0XXX7@NOG
YPL012W,induced,NP_015313.1,S,0.00725198931733243,Ribosomal RNA-processing protein 12,0XQ3D@NOG
YPL019C,induced,NP_015306.1,U,0.9999976571970102,"Subunit of the vacuolar transporter chaperone (VTC) complex involved in membrane trafficking, vacuolar polyphosphate accumulation, microautophagy and non-autophagic vacuolar fusion",COG5036@NOG COG5264@NOG
YPL027W,repressed,NA,S,0.9998184782267798,Function unknown,NA
YPL037C,induced,NP_015288.1,K,0.9998779793190825,"Component of the nascent polypeptide-associated complex (NAC), a dynamic component of the ribosomal exit tunnel, protecting the emerging polypeptides from interaction with other cytoplasmic proteins to ensure appropriate nascent protein targeting (By similarity). The NAC complex also promotes mitochondrial protein import by enhancing productive ribosome interactions with the outer mitochondrial membrane and blocks the inappropriate interaction of ribosomes translating non-secretory nascent polypeptides with translocation sites in the membrane of the endoplasmic reticulum (By similarity). EGD1 may act as a transcription factor that exert a negative effect on the expression of several genes that are transcribed by RNA polymerase II (By similarity)",11JBG@NOG
YPL043W,induced,NP_015282.1,A,0.9999981037358701,Nucleolar protein,0XSHP@NOG
YPL044C,induced,NA,S,0.00725198931733243,Function unknown,NA
YPL054W,repressed,NP_015271.1,O,0.9699133011869505,Zinc finger C-x8-C-x5-C-x3-H type (and similar),COG5084@NOG
YPL057C,repressed,NP_015268.1,G,0.9563292098449211,catalytic subunit of a mannosylinositol phosphorylceramide (MIPC) synthase,COG3774@NOG
YPL061W,induced,NP_015264.1,C,5.613709551068091e-19,Aldehyde dehydrogenase family,COG1012@NOG
YPL079W,induced,NA,S,0.00725198931733243,Function unknown,NA
YPL081W,induced,NA,S,0.00725198931733243,Function unknown,NA
YPL086C,induced,NP_015239.1,"B, K",NA,Elp3,COG1243@NOG
YPL087W,repressed,NP_015238.1,I,0.8468598308460155,ceramide catabolic process,11RPN@NOG
YPL088W,repressed,NP_015237.1,C,0.9953301413152312,Aldo/keto reductase family,COG0667@NOG
YPL090C,induced,NA,S,0.00725198931733243,Function unknown,NA
YPL093W,induced,NP_015232.1,J,NA,Involved in the biogenesis of the 60S ribosomal subunit (By similarity),COG1084@NOG
YPL106C,induced,NP_015219.1,O,0.1672306973643994,Heat shock protein,COG0443@NOG
YPL126W,induced,NP_015199.1,A,0.9999981037358701,U3 small nucleolar RNA-associated protein 17,0YY9G@NOG
YPL134C,repressed,NP_015191.1,C,0.9953301413152312,"Transports C5-C7 oxodicarboxylates across the inner membranes of mitochondria. Can transport 2-oxoadipate, 2- oxoglutarate, adipate, glutarate, 2-oxopimelate, oxaloacetate, citrate and malate. The main physiological role is probably to supply 2-oxoadipate and 2-oxoglutarate from the mitochondrial matrix to the cytosol where they are used in the biosynthesis of lysine and glutamate, respectively, and in lysine catabolism",0XRZG@NOG
YPL135W,repressed,NP_015190.1,C,0.9953301413152312,Involved in iron homeostasis within the mitochondrion where it is involved in the assembly of iron-sulfur proteins. Essential for de novo biosynthesis of mitochondrial and cytoplasmic iron sulfur proteins. May also be involved in the repair of iron sulfur clusters,COG0822@NOG
YPL142C,induced,NA,S,0.00725198931733243,Function unknown,NA
YPL143W,induced,NA,S,0.00725198931733243,Function unknown,NA
YPL146C,induced,NP_015179.1,S,0.00725198931733243,Nucleolar protein,11GSN@NOG
YPL147W,repressed,NP_015178.1,U,0.9999999999997884,"K15628 ATP-binding cassette, subfamily D (ALD), peroxisomal long-chain fatty acid import protein",COG4178@NOG
YPL160W,induced,NP_015165.1,J,NA,tRNA synthetases class I (C) catalytic domain,COG0495@NOG
YPL163C,induced,NP_015162.1,S,0.00725198931733243,Function unknown,11DSH@NOG
YPL165C,repressed,NP_015160.1,B,0.9855458089298268,SET,COG2940@NOG
YPL166W,repressed,NP_015159.1,U,0.9999999999997884,Plays a role in autophagy. Functions at the preautophagosomal structure (PAS) in order to form normal autophagosomes under starvation conditions. Plays also a role in mitophagy and regulation of filamentous growth (By similarity),11CNW@NOG
YPL183C,induced,NP_015142.1,S,0.00725198931733243,"WD domain, G-beta repeat",0ZJ6J@NOG
YPL185W,repressed,NA,S,0.9998184782267798,Function unknown,NA
YPL186C,repressed,NP_015138.1,S,0.9998184782267798,Function unknown,1169U@NOG
YPL198W,induced,NA,S,0.00725198931733243,Function unknown,NA
YPL200W,induced,NA,S,0.00725198931733243,Function unknown,NA
YPL207W,induced,NP_015117.1,C,5.613709551068091e-19,tRNA wybutosine-synthesizing protein 1,COG0731@NOG
YPL211W,induced,NP_015113.1,J,NA,Required for proper 27S pre-rRNA processing and 60S ribosome subunit assembly (By similarity),COG1374@NOG
YPL212C,induced,NP_015112.1,J,NA,Formation of pseudouridine at positions 27 and 28 in the anticodon stem and loop of transfer RNAs,COG0101@NOG
YPL217C,induced,NP_015107.1,J,NA,Ribosome biogenesis protein BMS1,COG5192@NOG
YPL220W,induced,NP_015104.1,J,NA,ribosomal protein,COG0081@NOG
YPL223C,repressed,NA,S,0.9998184782267798,Function unknown,NA
